,Sentence,Text,Section,Book
10," Rejoice, for God hath in this Day established upon thee His throne, hath made thee the dawning-place of His signs and the dayspring of the evidences of His Revelation","No sooner had her voice reached that most exalted Spot than We made reply: “Render thanks unto thy Lord, O Carmel. The fire of thy separation from Me was fast consuming thee, when the ocean of My presence surged before thy face, cheering thine eyes and those of all creation, and filling with delight all things visible and invisible. Rejoice, for God hath in this Day established upon thee His throne, hath made thee the dawning-place of His signs and the dayspring of the evidences of His Revelation. Well is it with him that circleth around thee, that proclaimeth the revelation of thy glory, and recounteth that which the bounty of the Lord thy God hath showered upon thee. Seize thou the Chalice of Immortality in the name of thy Lord, the All-Glorious, and give thanks unto Him, inasmuch as He, in token of His mercy unto thee, hath turned thy sorrow into gladness, and transmuted thy grief into blissful joy. He, verily, loveth the spot which hath been made the seat of His throne, which His footsteps have trodden, which hath been honored by His presence, from which He raised His call, and upon which He shed His tears.",T1P3,Lawḥ-i-Karmil
11," Well is it with him that circleth around thee, that proclaimeth the revelation of thy glory, and recounteth that which the bounty of the Lord thy God hath showered upon thee","No sooner had her voice reached that most exalted Spot than We made reply: “Render thanks unto thy Lord, O Carmel. The fire of thy separation from Me was fast consuming thee, when the ocean of My presence surged before thy face, cheering thine eyes and those of all creation, and filling with delight all things visible and invisible. Rejoice, for God hath in this Day established upon thee His throne, hath made thee the dawning-place of His signs and the dayspring of the evidences of His Revelation. Well is it with him that circleth around thee, that proclaimeth the revelation of thy glory, and recounteth that which the bounty of the Lord thy God hath showered upon thee. Seize thou the Chalice of Immortality in the name of thy Lord, the All-Glorious, and give thanks unto Him, inasmuch as He, in token of His mercy unto thee, hath turned thy sorrow into gladness, and transmuted thy grief into blissful joy. He, verily, loveth the spot which hath been made the seat of His throne, which His footsteps have trodden, which hath been honored by His presence, from which He raised His call, and upon which He shed His tears.",T1P3,Lawḥ-i-Karmil
12," Seize thou the Chalice of Immortality in the name of thy Lord, the All-Glorious, and give thanks unto Him, inasmuch as He, in token of His mercy unto thee, hath turned thy sorrow into gladness, and transmuted thy grief into blissful joy","No sooner had her voice reached that most exalted Spot than We made reply: “Render thanks unto thy Lord, O Carmel. The fire of thy separation from Me was fast consuming thee, when the ocean of My presence surged before thy face, cheering thine eyes and those of all creation, and filling with delight all things visible and invisible. Rejoice, for God hath in this Day established upon thee His throne, hath made thee the dawning-place of His signs and the dayspring of the evidences of His Revelation. Well is it with him that circleth around thee, that proclaimeth the revelation of thy glory, and recounteth that which the bounty of the Lord thy God hath showered upon thee. Seize thou the Chalice of Immortality in the name of thy Lord, the All-Glorious, and give thanks unto Him, inasmuch as He, in token of His mercy unto thee, hath turned thy sorrow into gladness, and transmuted thy grief into blissful joy. He, verily, loveth the spot which hath been made the seat of His throne, which His footsteps have trodden, which hath been honored by His presence, from which He raised His call, and upon which He shed His tears.",T1P3,Lawḥ-i-Karmil
13," He, verily, loveth the spot which hath been made the seat of His throne, which His footsteps have trodden, which hath been honored by His presence, from which He raised His call, and upon which He shed His tears","No sooner had her voice reached that most exalted Spot than We made reply: “Render thanks unto thy Lord, O Carmel. The fire of thy separation from Me was fast consuming thee, when the ocean of My presence surged before thy face, cheering thine eyes and those of all creation, and filling with delight all things visible and invisible. Rejoice, for God hath in this Day established upon thee His throne, hath made thee the dawning-place of His signs and the dayspring of the evidences of His Revelation. Well is it with him that circleth around thee, that proclaimeth the revelation of thy glory, and recounteth that which the bounty of the Lord thy God hath showered upon thee. Seize thou the Chalice of Immortality in the name of thy Lord, the All-Glorious, and give thanks unto Him, inasmuch as He, in token of His mercy unto thee, hath turned thy sorrow into gladness, and transmuted thy grief into blissful joy. He, verily, loveth the spot which hath been made the seat of His throne, which His footsteps have trodden, which hath been honored by His presence, from which He raised His call, and upon which He shed His tears.",T1P3,Lawḥ-i-Karmil
14,"“Call out to Zion, O Carmel, and announce the joyful tidings: He that was hidden from mortal eyes is come! His all-conquering sovereignty is manifest; His all-encompassing splendor is revealed","“Call out to Zion, O Carmel, and announce the joyful tidings: He that was hidden from mortal eyes is come! His all-conquering sovereignty is manifest; His all-encompassing splendor is revealed. Beware lest thou hesitate or halt. Hasten forth and circumambulate the City of God that hath descended from heaven, the celestial Kaaba round which have circled in adoration the favored of God, the pure in heart, and the company of the most exalted angels. Oh, how I long to announce unto every spot on the surface of the earth, and to carry to each one of its cities, the glad-tidings of this Revelation—a Revelation to which the heart of Sinai hath been attracted, and in whose name the Burning Bush is calling: ‘Unto God, the Lord of Lords, belong the kingdoms of earth and heaven.’ Verily this is the Day in which both land and sea rejoice at this announcement, the Day for which have been laid up those things which God, through a bounty beyond the ken of mortal mind or heart, hath destined for revelation. Ere long will God sail His Ark upon thee, and will manifest the people of Bahá who have been mentioned in the Book of Names.”",T1P4,Lawḥ-i-Karmil
15, Beware lest thou hesitate or halt,"“Call out to Zion, O Carmel, and announce the joyful tidings: He that was hidden from mortal eyes is come! His all-conquering sovereignty is manifest; His all-encompassing splendor is revealed. Beware lest thou hesitate or halt. Hasten forth and circumambulate the City of God that hath descended from heaven, the celestial Kaaba round which have circled in adoration the favored of God, the pure in heart, and the company of the most exalted angels. Oh, how I long to announce unto every spot on the surface of the earth, and to carry to each one of its cities, the glad-tidings of this Revelation—a Revelation to which the heart of Sinai hath been attracted, and in whose name the Burning Bush is calling: ‘Unto God, the Lord of Lords, belong the kingdoms of earth and heaven.’ Verily this is the Day in which both land and sea rejoice at this announcement, the Day for which have been laid up those things which God, through a bounty beyond the ken of mortal mind or heart, hath destined for revelation. Ere long will God sail His Ark upon thee, and will manifest the people of Bahá who have been mentioned in the Book of Names.”",T1P4,Lawḥ-i-Karmil
16," Hasten forth and circumambulate the City of God that hath descended from heaven, the celestial Kaaba round which have circled in adoration the favored of God, the pure in heart, and the company of the most exalted angels","“Call out to Zion, O Carmel, and announce the joyful tidings: He that was hidden from mortal eyes is come! His all-conquering sovereignty is manifest; His all-encompassing splendor is revealed. Beware lest thou hesitate or halt. Hasten forth and circumambulate the City of God that hath descended from heaven, the celestial Kaaba round which have circled in adoration the favored of God, the pure in heart, and the company of the most exalted angels. Oh, how I long to announce unto every spot on the surface of the earth, and to carry to each one of its cities, the glad-tidings of this Revelation—a Revelation to which the heart of Sinai hath been attracted, and in whose name the Burning Bush is calling: ‘Unto God, the Lord of Lords, belong the kingdoms of earth and heaven.’ Verily this is the Day in which both land and sea rejoice at this announcement, the Day for which have been laid up those things which God, through a bounty beyond the ken of mortal mind or heart, hath destined for revelation. Ere long will God sail His Ark upon thee, and will manifest the people of Bahá who have been mentioned in the Book of Names.”",T1P4,Lawḥ-i-Karmil
17," Oh, how I long to announce unto every spot on the surface of the earth, and to carry to each one of its cities, the glad-tidings of this Revelation—a Revelation to which the heart of Sinai hath been attracted, and in whose name the Burning Bush is calling: ‘Unto God, the Lord of Lords, belong the kingdoms of earth and heaven","“Call out to Zion, O Carmel, and announce the joyful tidings: He that was hidden from mortal eyes is come! His all-conquering sovereignty is manifest; His all-encompassing splendor is revealed. Beware lest thou hesitate or halt. Hasten forth and circumambulate the City of God that hath descended from heaven, the celestial Kaaba round which have circled in adoration the favored of God, the pure in heart, and the company of the most exalted angels. Oh, how I long to announce unto every spot on the surface of the earth, and to carry to each one of its cities, the glad-tidings of this Revelation—a Revelation to which the heart of Sinai hath been attracted, and in whose name the Burning Bush is calling: ‘Unto God, the Lord of Lords, belong the kingdoms of earth and heaven.’ Verily this is the Day in which both land and sea rejoice at this announcement, the Day for which have been laid up those things which God, through a bounty beyond the ken of mortal mind or heart, hath destined for revelation. Ere long will God sail His Ark upon thee, and will manifest the people of Bahá who have been mentioned in the Book of Names.”",T1P4,Lawḥ-i-Karmil
18,"’ Verily this is the Day in which both land and sea rejoice at this announcement, the Day for which have been laid up those things which God, through a bounty beyond the ken of mortal mind or heart, hath destined for revelation","“Call out to Zion, O Carmel, and announce the joyful tidings: He that was hidden from mortal eyes is come! His all-conquering sovereignty is manifest; His all-encompassing splendor is revealed. Beware lest thou hesitate or halt. Hasten forth and circumambulate the City of God that hath descended from heaven, the celestial Kaaba round which have circled in adoration the favored of God, the pure in heart, and the company of the most exalted angels. Oh, how I long to announce unto every spot on the surface of the earth, and to carry to each one of its cities, the glad-tidings of this Revelation—a Revelation to which the heart of Sinai hath been attracted, and in whose name the Burning Bush is calling: ‘Unto God, the Lord of Lords, belong the kingdoms of earth and heaven.’ Verily this is the Day in which both land and sea rejoice at this announcement, the Day for which have been laid up those things which God, through a bounty beyond the ken of mortal mind or heart, hath destined for revelation. Ere long will God sail His Ark upon thee, and will manifest the people of Bahá who have been mentioned in the Book of Names.”",T1P4,Lawḥ-i-Karmil
19," Ere long will God sail His Ark upon thee, and will manifest the people of Bahá who have been mentioned in the Book of Names","“Call out to Zion, O Carmel, and announce the joyful tidings: He that was hidden from mortal eyes is come! His all-conquering sovereignty is manifest; His all-encompassing splendor is revealed. Beware lest thou hesitate or halt. Hasten forth and circumambulate the City of God that hath descended from heaven, the celestial Kaaba round which have circled in adoration the favored of God, the pure in heart, and the company of the most exalted angels. Oh, how I long to announce unto every spot on the surface of the earth, and to carry to each one of its cities, the glad-tidings of this Revelation—a Revelation to which the heart of Sinai hath been attracted, and in whose name the Burning Bush is calling: ‘Unto God, the Lord of Lords, belong the kingdoms of earth and heaven.’ Verily this is the Day in which both land and sea rejoice at this announcement, the Day for which have been laid up those things which God, through a bounty beyond the ken of mortal mind or heart, hath destined for revelation. Ere long will God sail His Ark upon thee, and will manifest the people of Bahá who have been mentioned in the Book of Names.”",T1P4,Lawḥ-i-Karmil
20,"Sanctified be the Lord of all mankind, at the mention of Whose name all the atoms of the earth have been made to vibrate, and the Tongue of Grandeur hath been moved to disclose that which had been wrapt in His knowledge and lay concealed within the treasury of His might","Sanctified be the Lord of all mankind, at the mention of Whose name all the atoms of the earth have been made to vibrate, and the Tongue of Grandeur hath been moved to disclose that which had been wrapt in His knowledge and lay concealed within the treasury of His might. He, verily, through the potency of His Name, the Mighty, the All-Powerful, the Most High, is the ruler of all that is in the heavens and all that is on earth.",T1P5,Lawḥ-i-Karmil
21," He, verily, through the potency of His Name, the Mighty, the All-Powerful, the Most High, is the ruler of all that is in the heavens and all that is on earth","Sanctified be the Lord of all mankind, at the mention of Whose name all the atoms of the earth have been made to vibrate, and the Tongue of Grandeur hath been moved to disclose that which had been wrapt in His knowledge and lay concealed within the treasury of His might. He, verily, through the potency of His Name, the Mighty, the All-Powerful, the Most High, is the ruler of all that is in the heavens and all that is on earth.",T1P5,Lawḥ-i-Karmil
22,Lawḥ-i-Aqdas (The Most Holy Tablet)1,Lawḥ-i-Aqdas (The Most Holy Tablet)1,header-2,Lawḥ-i-Aqdas
23,"This is the Most Holy Tablet sent down from the holy kingdom unto the one who hath set his face towards the Object of the adoration of the world, He Who hath come from the heaven of eternity, invested with transcendent glory","This is the Most Holy Tablet sent down from the holy kingdom unto the one who hath set his face towards the Object of the adoration of the world, He Who hath come from the heaven of eternity, invested with transcendent glory",T2P1,Lawḥ-i-Aqdas
24,"In the name of the Lord, the Lord of great glory","In the name of the Lord, the Lord of great glory.",T2P2,Lawḥ-i-Aqdas
25,"This is an Epistle from Our presence unto him whom the veils of names have failed to keep back from God, the Creator of earth and heaven, that his eyes may be cheered in the days of his Lord, the Help in Peril, the Self-Subsisting","This is an Epistle from Our presence unto him whom the veils of names have failed to keep back from God, the Creator of earth and heaven, that his eyes may be cheered in the days of his Lord, the Help in Peril, the Self-Subsisting.",T2P3,Lawḥ-i-Aqdas
26,"Say, O followers of the Son!2 Have ye shut out yourselves from Me by reason of My Name? Wherefore ponder ye not in your hearts? Day and night ye have been calling upon your Lord, the Omnipotent, but when He came from the heaven of eternity in His great glory, ye turned aside from Him and remained sunk in heedlessness","Say, O followers of the Son!2 Have ye shut out yourselves from Me by reason of My Name? Wherefore ponder ye not in your hearts? Day and night ye have been calling upon your Lord, the Omnipotent, but when He came from the heaven of eternity in His great glory, ye turned aside from Him and remained sunk in heedlessness.",T2P4,Lawḥ-i-Aqdas
27,Consider those who rejected the Spirit3 when He came unto them with manifest dominion,"Consider those who rejected the Spirit3 when He came unto them with manifest dominion. How numerous the Pharisees who had secluded themselves in synagogues in His name, lamenting over their separation from Him, and yet when the portals of reunion were flung open and the divine Luminary shone resplendent from the Dayspring of Beauty, they disbelieved in God, the Exalted, the Mighty. They failed to attain His presence, notwithstanding that His advent had been promised them in the Book of Isaiah as well as in the Books of the Prophets and the Messengers. No one from among them turned his face towards the Dayspring of divine bounty except such as were destitute of any power amongst men. And yet, today, every man endowed with power and invested with sovereignty prideth himself on His Name. Moreover, call thou to mind the one who sentenced Jesus to death. He was the most learned of his age in his own country, whilst he who was only a fisherman believed in Him. Take good heed and be of them that observe the warning.",T2P5,Lawḥ-i-Aqdas
28," How numerous the Pharisees who had secluded themselves in synagogues in His name, lamenting over their separation from Him, and yet when the portals of reunion were flung open and the divine Luminary shone resplendent from the Dayspring of Beauty, they disbelieved in God, the Exalted, the Mighty","Consider those who rejected the Spirit3 when He came unto them with manifest dominion. How numerous the Pharisees who had secluded themselves in synagogues in His name, lamenting over their separation from Him, and yet when the portals of reunion were flung open and the divine Luminary shone resplendent from the Dayspring of Beauty, they disbelieved in God, the Exalted, the Mighty. They failed to attain His presence, notwithstanding that His advent had been promised them in the Book of Isaiah as well as in the Books of the Prophets and the Messengers. No one from among them turned his face towards the Dayspring of divine bounty except such as were destitute of any power amongst men. And yet, today, every man endowed with power and invested with sovereignty prideth himself on His Name. Moreover, call thou to mind the one who sentenced Jesus to death. He was the most learned of his age in his own country, whilst he who was only a fisherman believed in Him. Take good heed and be of them that observe the warning.",T2P5,Lawḥ-i-Aqdas
29," They failed to attain His presence, notwithstanding that His advent had been promised them in the Book of Isaiah as well as in the Books of the Prophets and the Messengers","Consider those who rejected the Spirit3 when He came unto them with manifest dominion. How numerous the Pharisees who had secluded themselves in synagogues in His name, lamenting over their separation from Him, and yet when the portals of reunion were flung open and the divine Luminary shone resplendent from the Dayspring of Beauty, they disbelieved in God, the Exalted, the Mighty. They failed to attain His presence, notwithstanding that His advent had been promised them in the Book of Isaiah as well as in the Books of the Prophets and the Messengers. No one from among them turned his face towards the Dayspring of divine bounty except such as were destitute of any power amongst men. And yet, today, every man endowed with power and invested with sovereignty prideth himself on His Name. Moreover, call thou to mind the one who sentenced Jesus to death. He was the most learned of his age in his own country, whilst he who was only a fisherman believed in Him. Take good heed and be of them that observe the warning.",T2P5,Lawḥ-i-Aqdas
30, No one from among them turned his face towards the Dayspring of divine bounty except such as were destitute of any power amongst men,"Consider those who rejected the Spirit3 when He came unto them with manifest dominion. How numerous the Pharisees who had secluded themselves in synagogues in His name, lamenting over their separation from Him, and yet when the portals of reunion were flung open and the divine Luminary shone resplendent from the Dayspring of Beauty, they disbelieved in God, the Exalted, the Mighty. They failed to attain His presence, notwithstanding that His advent had been promised them in the Book of Isaiah as well as in the Books of the Prophets and the Messengers. No one from among them turned his face towards the Dayspring of divine bounty except such as were destitute of any power amongst men. And yet, today, every man endowed with power and invested with sovereignty prideth himself on His Name. Moreover, call thou to mind the one who sentenced Jesus to death. He was the most learned of his age in his own country, whilst he who was only a fisherman believed in Him. Take good heed and be of them that observe the warning.",T2P5,Lawḥ-i-Aqdas
31," And yet, today, every man endowed with power and invested with sovereignty prideth himself on His Name","Consider those who rejected the Spirit3 when He came unto them with manifest dominion. How numerous the Pharisees who had secluded themselves in synagogues in His name, lamenting over their separation from Him, and yet when the portals of reunion were flung open and the divine Luminary shone resplendent from the Dayspring of Beauty, they disbelieved in God, the Exalted, the Mighty. They failed to attain His presence, notwithstanding that His advent had been promised them in the Book of Isaiah as well as in the Books of the Prophets and the Messengers. No one from among them turned his face towards the Dayspring of divine bounty except such as were destitute of any power amongst men. And yet, today, every man endowed with power and invested with sovereignty prideth himself on His Name. Moreover, call thou to mind the one who sentenced Jesus to death. He was the most learned of his age in his own country, whilst he who was only a fisherman believed in Him. Take good heed and be of them that observe the warning.",T2P5,Lawḥ-i-Aqdas
32," Moreover, call thou to mind the one who sentenced Jesus to death","Consider those who rejected the Spirit3 when He came unto them with manifest dominion. How numerous the Pharisees who had secluded themselves in synagogues in His name, lamenting over their separation from Him, and yet when the portals of reunion were flung open and the divine Luminary shone resplendent from the Dayspring of Beauty, they disbelieved in God, the Exalted, the Mighty. They failed to attain His presence, notwithstanding that His advent had been promised them in the Book of Isaiah as well as in the Books of the Prophets and the Messengers. No one from among them turned his face towards the Dayspring of divine bounty except such as were destitute of any power amongst men. And yet, today, every man endowed with power and invested with sovereignty prideth himself on His Name. Moreover, call thou to mind the one who sentenced Jesus to death. He was the most learned of his age in his own country, whilst he who was only a fisherman believed in Him. Take good heed and be of them that observe the warning.",T2P5,Lawḥ-i-Aqdas
33," He was the most learned of his age in his own country, whilst he who was only a fisherman believed in Him","Consider those who rejected the Spirit3 when He came unto them with manifest dominion. How numerous the Pharisees who had secluded themselves in synagogues in His name, lamenting over their separation from Him, and yet when the portals of reunion were flung open and the divine Luminary shone resplendent from the Dayspring of Beauty, they disbelieved in God, the Exalted, the Mighty. They failed to attain His presence, notwithstanding that His advent had been promised them in the Book of Isaiah as well as in the Books of the Prophets and the Messengers. No one from among them turned his face towards the Dayspring of divine bounty except such as were destitute of any power amongst men. And yet, today, every man endowed with power and invested with sovereignty prideth himself on His Name. Moreover, call thou to mind the one who sentenced Jesus to death. He was the most learned of his age in his own country, whilst he who was only a fisherman believed in Him. Take good heed and be of them that observe the warning.",T2P5,Lawḥ-i-Aqdas
34, Take good heed and be of them that observe the warning,"Consider those who rejected the Spirit3 when He came unto them with manifest dominion. How numerous the Pharisees who had secluded themselves in synagogues in His name, lamenting over their separation from Him, and yet when the portals of reunion were flung open and the divine Luminary shone resplendent from the Dayspring of Beauty, they disbelieved in God, the Exalted, the Mighty. They failed to attain His presence, notwithstanding that His advent had been promised them in the Book of Isaiah as well as in the Books of the Prophets and the Messengers. No one from among them turned his face towards the Dayspring of divine bounty except such as were destitute of any power amongst men. And yet, today, every man endowed with power and invested with sovereignty prideth himself on His Name. Moreover, call thou to mind the one who sentenced Jesus to death. He was the most learned of his age in his own country, whilst he who was only a fisherman believed in Him. Take good heed and be of them that observe the warning.",T2P5,Lawḥ-i-Aqdas
35,"Consider likewise, how numerous at this time are the monks who have secluded themselves in their churches, calling upon the Spirit, but when He appeared through the power of Truth, they failed to draw nigh unto Him and are numbered with those that have gone far astray","Consider likewise, how numerous at this time are the monks who have secluded themselves in their churches, calling upon the Spirit, but when He appeared through the power of Truth, they failed to draw nigh unto Him and are numbered with those that have gone far astray. Happy are they that have abandoned them and set their faces towards Him Who is the Desire of all that are in the heavens and all that are on the earth.",T2P6,Lawḥ-i-Aqdas
36, Happy are they that have abandoned them and set their faces towards Him Who is the Desire of all that are in the heavens and all that are on the earth,"Consider likewise, how numerous at this time are the monks who have secluded themselves in their churches, calling upon the Spirit, but when He appeared through the power of Truth, they failed to draw nigh unto Him and are numbered with those that have gone far astray. Happy are they that have abandoned them and set their faces towards Him Who is the Desire of all that are in the heavens and all that are on the earth.",T2P6,Lawḥ-i-Aqdas
37,"They read the Evangel and yet refuse to acknowledge the All-Glorious Lord, notwithstanding that He hath come through the potency of His exalted, His mighty and gracious dominion","They read the Evangel and yet refuse to acknowledge the All-Glorious Lord, notwithstanding that He hath come through the potency of His exalted, His mighty and gracious dominion. We, verily, have come for your sakes, and have borne the misfortunes of the world for your salvation. Flee ye the One Who hath sacrificed His life that ye may be quickened? Fear God, O followers of the Spirit, and walk not in the footsteps of every divine that hath gone far astray. Do ye imagine that He seeketh His own interests, when He hath, at all times, been threatened by the swords of the enemies; or that He seeketh the vanities of the world, after He hath been imprisoned in the most desolate of cities? Be fair in your judgment and follow not the footsteps of the unjust.",T2P7,Lawḥ-i-Aqdas
38," We, verily, have come for your sakes, and have borne the misfortunes of the world for your salvation","They read the Evangel and yet refuse to acknowledge the All-Glorious Lord, notwithstanding that He hath come through the potency of His exalted, His mighty and gracious dominion. We, verily, have come for your sakes, and have borne the misfortunes of the world for your salvation. Flee ye the One Who hath sacrificed His life that ye may be quickened? Fear God, O followers of the Spirit, and walk not in the footsteps of every divine that hath gone far astray. Do ye imagine that He seeketh His own interests, when He hath, at all times, been threatened by the swords of the enemies; or that He seeketh the vanities of the world, after He hath been imprisoned in the most desolate of cities? Be fair in your judgment and follow not the footsteps of the unjust.",T2P7,Lawḥ-i-Aqdas
