,Sentence,Text,Section,Book
10," Let them see no one as their enemy, or as wishing them ill, but think of all humankind as their friends; regarding the alien as an intimate, the stranger as a companion, staying free of prejudice, drawing no lines","For this reason must all human beings powerfully sustain one another and seek for everlasting life; and for this reason must the lovers of God in this contingent world become the mercies and the blessings sent forth by that clement King of the seen and unseen realms. Let them purify their sight and behold all humankind as leaves and blossoms and fruits of the tree of being. Let them at all times concern themselves with doing a kindly thing for one of their fellows, offering to someone love, consideration, thoughtful help. Let them see no one as their enemy, or as wishing them ill, but think of all humankind as their friends; regarding the alien as an intimate, the stranger as a companion, staying free of prejudice, drawing no lines.",T1P3,Selections from the Writings of ‘Abdu’l‑Bahá
11,"In this day, the one favored at the Threshold of the Lord is he who handeth round the cup of faithfulness; who bestoweth, even upon his enemies, the jewel of bounty, and lendeth, even to his fallen oppressor, a helping hand; it is he who will, even to the fiercest of his foes, be a loving friend","In this day, the one favored at the Threshold of the Lord is he who handeth round the cup of faithfulness; who bestoweth, even upon his enemies, the jewel of bounty, and lendeth, even to his fallen oppressor, a helping hand; it is he who will, even to the fiercest of his foes, be a loving friend. These are the Teachings of the Blessed Beauty, these the counsels of the Most Great Name.",T1P4,Selections from the Writings of ‘Abdu’l‑Bahá
12," These are the Teachings of the Blessed Beauty, these the counsels of the Most Great Name","In this day, the one favored at the Threshold of the Lord is he who handeth round the cup of faithfulness; who bestoweth, even upon his enemies, the jewel of bounty, and lendeth, even to his fallen oppressor, a helping hand; it is he who will, even to the fiercest of his foes, be a loving friend. These are the Teachings of the Blessed Beauty, these the counsels of the Most Great Name.",T1P4,Selections from the Writings of ‘Abdu’l‑Bahá
13,O ye dear friends! The world is at war and the human race is in travail and mortal combat,"O ye dear friends! The world is at war and the human race is in travail and mortal combat. The dark night of hate hath taken over, and the light of good faith is blotted out. The peoples and kindreds of the earth have sharpened their claws, and are hurling themselves one against the other. It is the very foundation of the human race that is being destroyed. It is thousands of households that are vagrant and dispossessed, and every year seeth thousands upon thousands of human beings weltering in their lifeblood on dusty battlefields. The tents of life and joy are down. The generals practice their generalship, boasting of the blood they shed, competing one with the next in inciting to violence. “With this sword,” saith one of them, “I beheaded a people!” And another: “I toppled a nation to the ground!” And yet another: “I brought a government down!” On such things do men pride themselves, in such do they glory! Love—righteousness—these are everywhere censured, while despised are harmony, and devotion to the truth.",T1P5,Selections from the Writings of ‘Abdu’l‑Bahá
14," The dark night of hate hath taken over, and the light of good faith is blotted out","O ye dear friends! The world is at war and the human race is in travail and mortal combat. The dark night of hate hath taken over, and the light of good faith is blotted out. The peoples and kindreds of the earth have sharpened their claws, and are hurling themselves one against the other. It is the very foundation of the human race that is being destroyed. It is thousands of households that are vagrant and dispossessed, and every year seeth thousands upon thousands of human beings weltering in their lifeblood on dusty battlefields. The tents of life and joy are down. The generals practice their generalship, boasting of the blood they shed, competing one with the next in inciting to violence. “With this sword,” saith one of them, “I beheaded a people!” And another: “I toppled a nation to the ground!” And yet another: “I brought a government down!” On such things do men pride themselves, in such do they glory! Love—righteousness—these are everywhere censured, while despised are harmony, and devotion to the truth.",T1P5,Selections from the Writings of ‘Abdu’l‑Bahá
15," The peoples and kindreds of the earth have sharpened their claws, and are hurling themselves one against the other","O ye dear friends! The world is at war and the human race is in travail and mortal combat. The dark night of hate hath taken over, and the light of good faith is blotted out. The peoples and kindreds of the earth have sharpened their claws, and are hurling themselves one against the other. It is the very foundation of the human race that is being destroyed. It is thousands of households that are vagrant and dispossessed, and every year seeth thousands upon thousands of human beings weltering in their lifeblood on dusty battlefields. The tents of life and joy are down. The generals practice their generalship, boasting of the blood they shed, competing one with the next in inciting to violence. “With this sword,” saith one of them, “I beheaded a people!” And another: “I toppled a nation to the ground!” And yet another: “I brought a government down!” On such things do men pride themselves, in such do they glory! Love—righteousness—these are everywhere censured, while despised are harmony, and devotion to the truth.",T1P5,Selections from the Writings of ‘Abdu’l‑Bahá
16, It is the very foundation of the human race that is being destroyed,"O ye dear friends! The world is at war and the human race is in travail and mortal combat. The dark night of hate hath taken over, and the light of good faith is blotted out. The peoples and kindreds of the earth have sharpened their claws, and are hurling themselves one against the other. It is the very foundation of the human race that is being destroyed. It is thousands of households that are vagrant and dispossessed, and every year seeth thousands upon thousands of human beings weltering in their lifeblood on dusty battlefields. The tents of life and joy are down. The generals practice their generalship, boasting of the blood they shed, competing one with the next in inciting to violence. “With this sword,” saith one of them, “I beheaded a people!” And another: “I toppled a nation to the ground!” And yet another: “I brought a government down!” On such things do men pride themselves, in such do they glory! Love—righteousness—these are everywhere censured, while despised are harmony, and devotion to the truth.",T1P5,Selections from the Writings of ‘Abdu’l‑Bahá
17," It is thousands of households that are vagrant and dispossessed, and every year seeth thousands upon thousands of human beings weltering in their lifeblood on dusty battlefields","O ye dear friends! The world is at war and the human race is in travail and mortal combat. The dark night of hate hath taken over, and the light of good faith is blotted out. The peoples and kindreds of the earth have sharpened their claws, and are hurling themselves one against the other. It is the very foundation of the human race that is being destroyed. It is thousands of households that are vagrant and dispossessed, and every year seeth thousands upon thousands of human beings weltering in their lifeblood on dusty battlefields. The tents of life and joy are down. The generals practice their generalship, boasting of the blood they shed, competing one with the next in inciting to violence. “With this sword,” saith one of them, “I beheaded a people!” And another: “I toppled a nation to the ground!” And yet another: “I brought a government down!” On such things do men pride themselves, in such do they glory! Love—righteousness—these are everywhere censured, while despised are harmony, and devotion to the truth.",T1P5,Selections from the Writings of ‘Abdu’l‑Bahá
18, The tents of life and joy are down,"O ye dear friends! The world is at war and the human race is in travail and mortal combat. The dark night of hate hath taken over, and the light of good faith is blotted out. The peoples and kindreds of the earth have sharpened their claws, and are hurling themselves one against the other. It is the very foundation of the human race that is being destroyed. It is thousands of households that are vagrant and dispossessed, and every year seeth thousands upon thousands of human beings weltering in their lifeblood on dusty battlefields. The tents of life and joy are down. The generals practice their generalship, boasting of the blood they shed, competing one with the next in inciting to violence. “With this sword,” saith one of them, “I beheaded a people!” And another: “I toppled a nation to the ground!” And yet another: “I brought a government down!” On such things do men pride themselves, in such do they glory! Love—righteousness—these are everywhere censured, while despised are harmony, and devotion to the truth.",T1P5,Selections from the Writings of ‘Abdu’l‑Bahá
19," The generals practice their generalship, boasting of the blood they shed, competing one with the next in inciting to violence","O ye dear friends! The world is at war and the human race is in travail and mortal combat. The dark night of hate hath taken over, and the light of good faith is blotted out. The peoples and kindreds of the earth have sharpened their claws, and are hurling themselves one against the other. It is the very foundation of the human race that is being destroyed. It is thousands of households that are vagrant and dispossessed, and every year seeth thousands upon thousands of human beings weltering in their lifeblood on dusty battlefields. The tents of life and joy are down. The generals practice their generalship, boasting of the blood they shed, competing one with the next in inciting to violence. “With this sword,” saith one of them, “I beheaded a people!” And another: “I toppled a nation to the ground!” And yet another: “I brought a government down!” On such things do men pride themselves, in such do they glory! Love—righteousness—these are everywhere censured, while despised are harmony, and devotion to the truth.",T1P5,Selections from the Writings of ‘Abdu’l‑Bahá
20," “With this sword,” saith one of them, “I beheaded a people!” And another: “I toppled a nation to the ground!” And yet another: “I brought a government down!” On such things do men pride themselves, in such do they glory! Love—righteousness—these are everywhere censured, while despised are harmony, and devotion to the truth","O ye dear friends! The world is at war and the human race is in travail and mortal combat. The dark night of hate hath taken over, and the light of good faith is blotted out. The peoples and kindreds of the earth have sharpened their claws, and are hurling themselves one against the other. It is the very foundation of the human race that is being destroyed. It is thousands of households that are vagrant and dispossessed, and every year seeth thousands upon thousands of human beings weltering in their lifeblood on dusty battlefields. The tents of life and joy are down. The generals practice their generalship, boasting of the blood they shed, competing one with the next in inciting to violence. “With this sword,” saith one of them, “I beheaded a people!” And another: “I toppled a nation to the ground!” And yet another: “I brought a government down!” On such things do men pride themselves, in such do they glory! Love—righteousness—these are everywhere censured, while despised are harmony, and devotion to the truth.",T1P5,Selections from the Writings of ‘Abdu’l‑Bahá
21,"The Faith of the Blessed Beauty is summoning mankind to safety and love, to amity and peace; it hath raised up its tabernacle on the heights of the earth, and directeth its call to all nations","The Faith of the Blessed Beauty is summoning mankind to safety and love, to amity and peace; it hath raised up its tabernacle on the heights of the earth, and directeth its call to all nations. Wherefore, O ye who are God’s lovers, know ye the value of this precious Faith, obey its teachings, walk in this road that is drawn straight, and show ye this way to the people. Lift up your voices and sing out the song of the Kingdom. Spread far and wide the precepts and counsels of the loving Lord, so that this world will change into another world, and this darksome earth will be flooded with light, and the dead body of mankind will arise and live; so that every soul will ask for immortality, through the holy breaths of God.",T1P6,Selections from the Writings of ‘Abdu’l‑Bahá
22," Wherefore, O ye who are God’s lovers, know ye the value of this precious Faith, obey its teachings, walk in this road that is drawn straight, and show ye this way to the people","The Faith of the Blessed Beauty is summoning mankind to safety and love, to amity and peace; it hath raised up its tabernacle on the heights of the earth, and directeth its call to all nations. Wherefore, O ye who are God’s lovers, know ye the value of this precious Faith, obey its teachings, walk in this road that is drawn straight, and show ye this way to the people. Lift up your voices and sing out the song of the Kingdom. Spread far and wide the precepts and counsels of the loving Lord, so that this world will change into another world, and this darksome earth will be flooded with light, and the dead body of mankind will arise and live; so that every soul will ask for immortality, through the holy breaths of God.",T1P6,Selections from the Writings of ‘Abdu’l‑Bahá
23, Lift up your voices and sing out the song of the Kingdom,"The Faith of the Blessed Beauty is summoning mankind to safety and love, to amity and peace; it hath raised up its tabernacle on the heights of the earth, and directeth its call to all nations. Wherefore, O ye who are God’s lovers, know ye the value of this precious Faith, obey its teachings, walk in this road that is drawn straight, and show ye this way to the people. Lift up your voices and sing out the song of the Kingdom. Spread far and wide the precepts and counsels of the loving Lord, so that this world will change into another world, and this darksome earth will be flooded with light, and the dead body of mankind will arise and live; so that every soul will ask for immortality, through the holy breaths of God.",T1P6,Selections from the Writings of ‘Abdu’l‑Bahá
24," Spread far and wide the precepts and counsels of the loving Lord, so that this world will change into another world, and this darksome earth will be flooded with light, and the dead body of mankind will arise and live; so that every soul will ask for immortality, through the holy breaths of God","The Faith of the Blessed Beauty is summoning mankind to safety and love, to amity and peace; it hath raised up its tabernacle on the heights of the earth, and directeth its call to all nations. Wherefore, O ye who are God’s lovers, know ye the value of this precious Faith, obey its teachings, walk in this road that is drawn straight, and show ye this way to the people. Lift up your voices and sing out the song of the Kingdom. Spread far and wide the precepts and counsels of the loving Lord, so that this world will change into another world, and this darksome earth will be flooded with light, and the dead body of mankind will arise and live; so that every soul will ask for immortality, through the holy breaths of God.",T1P6,Selections from the Writings of ‘Abdu’l‑Bahá
25,"Soon will your swiftly passing days be over, and the fame and riches, the comforts, the joys provided by this rubbish-heap, the world, will be gone without a trace","Soon will your swiftly passing days be over, and the fame and riches, the comforts, the joys provided by this rubbish-heap, the world, will be gone without a trace. Summon ye, then, the people to God, and invite humanity to follow the example of the Company on high. Be ye loving fathers to the orphan, and a refuge to the helpless, and a treasury for the poor, and a cure for the ailing. Be ye the helpers of every victim of oppression, the patrons of the disadvantaged. Think ye at all times of rendering some service to every member of the human race. Pay ye no heed to aversion and rejection, to disdain, hostility, injustice: act ye in the opposite way. Be ye sincerely kind, not in appearance only. Let each one of God’s loved ones center his attention on this: to be the Lord’s mercy to man; to be the Lord’s grace. Let him do some good to every person whose path he crosseth, and be of some benefit to him. Let him improve the character of each and all, and reorient the minds of men. In this way, the light of divine guidance will shine forth, and the blessings of God will cradle all mankind: for love is light, no matter in what abode it dwelleth; and hate is darkness, no matter where it may make its nest. O friends of God! That the hidden Mystery may stand revealed, and the secret essence of all things may be disclosed, strive ye to banish that darkness for ever and ever.",T1P7,Selections from the Writings of ‘Abdu’l‑Bahá
26," Summon ye, then, the people to God, and invite humanity to follow the example of the Company on high","Soon will your swiftly passing days be over, and the fame and riches, the comforts, the joys provided by this rubbish-heap, the world, will be gone without a trace. Summon ye, then, the people to God, and invite humanity to follow the example of the Company on high. Be ye loving fathers to the orphan, and a refuge to the helpless, and a treasury for the poor, and a cure for the ailing. Be ye the helpers of every victim of oppression, the patrons of the disadvantaged. Think ye at all times of rendering some service to every member of the human race. Pay ye no heed to aversion and rejection, to disdain, hostility, injustice: act ye in the opposite way. Be ye sincerely kind, not in appearance only. Let each one of God’s loved ones center his attention on this: to be the Lord’s mercy to man; to be the Lord’s grace. Let him do some good to every person whose path he crosseth, and be of some benefit to him. Let him improve the character of each and all, and reorient the minds of men. In this way, the light of divine guidance will shine forth, and the blessings of God will cradle all mankind: for love is light, no matter in what abode it dwelleth; and hate is darkness, no matter where it may make its nest. O friends of God! That the hidden Mystery may stand revealed, and the secret essence of all things may be disclosed, strive ye to banish that darkness for ever and ever.",T1P7,Selections from the Writings of ‘Abdu’l‑Bahá
27," Be ye loving fathers to the orphan, and a refuge to the helpless, and a treasury for the poor, and a cure for the ailing","Soon will your swiftly passing days be over, and the fame and riches, the comforts, the joys provided by this rubbish-heap, the world, will be gone without a trace. Summon ye, then, the people to God, and invite humanity to follow the example of the Company on high. Be ye loving fathers to the orphan, and a refuge to the helpless, and a treasury for the poor, and a cure for the ailing. Be ye the helpers of every victim of oppression, the patrons of the disadvantaged. Think ye at all times of rendering some service to every member of the human race. Pay ye no heed to aversion and rejection, to disdain, hostility, injustice: act ye in the opposite way. Be ye sincerely kind, not in appearance only. Let each one of God’s loved ones center his attention on this: to be the Lord’s mercy to man; to be the Lord’s grace. Let him do some good to every person whose path he crosseth, and be of some benefit to him. Let him improve the character of each and all, and reorient the minds of men. In this way, the light of divine guidance will shine forth, and the blessings of God will cradle all mankind: for love is light, no matter in what abode it dwelleth; and hate is darkness, no matter where it may make its nest. O friends of God! That the hidden Mystery may stand revealed, and the secret essence of all things may be disclosed, strive ye to banish that darkness for ever and ever.",T1P7,Selections from the Writings of ‘Abdu’l‑Bahá
28," Be ye the helpers of every victim of oppression, the patrons of the disadvantaged","Soon will your swiftly passing days be over, and the fame and riches, the comforts, the joys provided by this rubbish-heap, the world, will be gone without a trace. Summon ye, then, the people to God, and invite humanity to follow the example of the Company on high. Be ye loving fathers to the orphan, and a refuge to the helpless, and a treasury for the poor, and a cure for the ailing. Be ye the helpers of every victim of oppression, the patrons of the disadvantaged. Think ye at all times of rendering some service to every member of the human race. Pay ye no heed to aversion and rejection, to disdain, hostility, injustice: act ye in the opposite way. Be ye sincerely kind, not in appearance only. Let each one of God’s loved ones center his attention on this: to be the Lord’s mercy to man; to be the Lord’s grace. Let him do some good to every person whose path he crosseth, and be of some benefit to him. Let him improve the character of each and all, and reorient the minds of men. In this way, the light of divine guidance will shine forth, and the blessings of God will cradle all mankind: for love is light, no matter in what abode it dwelleth; and hate is darkness, no matter where it may make its nest. O friends of God! That the hidden Mystery may stand revealed, and the secret essence of all things may be disclosed, strive ye to banish that darkness for ever and ever.",T1P7,Selections from the Writings of ‘Abdu’l‑Bahá
29, Think ye at all times of rendering some service to every member of the human race,"Soon will your swiftly passing days be over, and the fame and riches, the comforts, the joys provided by this rubbish-heap, the world, will be gone without a trace. Summon ye, then, the people to God, and invite humanity to follow the example of the Company on high. Be ye loving fathers to the orphan, and a refuge to the helpless, and a treasury for the poor, and a cure for the ailing. Be ye the helpers of every victim of oppression, the patrons of the disadvantaged. Think ye at all times of rendering some service to every member of the human race. Pay ye no heed to aversion and rejection, to disdain, hostility, injustice: act ye in the opposite way. Be ye sincerely kind, not in appearance only. Let each one of God’s loved ones center his attention on this: to be the Lord’s mercy to man; to be the Lord’s grace. Let him do some good to every person whose path he crosseth, and be of some benefit to him. Let him improve the character of each and all, and reorient the minds of men. In this way, the light of divine guidance will shine forth, and the blessings of God will cradle all mankind: for love is light, no matter in what abode it dwelleth; and hate is darkness, no matter where it may make its nest. O friends of God! That the hidden Mystery may stand revealed, and the secret essence of all things may be disclosed, strive ye to banish that darkness for ever and ever.",T1P7,Selections from the Writings of ‘Abdu’l‑Bahá
30," Pay ye no heed to aversion and rejection, to disdain, hostility, injustice: act ye in the opposite way","Soon will your swiftly passing days be over, and the fame and riches, the comforts, the joys provided by this rubbish-heap, the world, will be gone without a trace. Summon ye, then, the people to God, and invite humanity to follow the example of the Company on high. Be ye loving fathers to the orphan, and a refuge to the helpless, and a treasury for the poor, and a cure for the ailing. Be ye the helpers of every victim of oppression, the patrons of the disadvantaged. Think ye at all times of rendering some service to every member of the human race. Pay ye no heed to aversion and rejection, to disdain, hostility, injustice: act ye in the opposite way. Be ye sincerely kind, not in appearance only. Let each one of God’s loved ones center his attention on this: to be the Lord’s mercy to man; to be the Lord’s grace. Let him do some good to every person whose path he crosseth, and be of some benefit to him. Let him improve the character of each and all, and reorient the minds of men. In this way, the light of divine guidance will shine forth, and the blessings of God will cradle all mankind: for love is light, no matter in what abode it dwelleth; and hate is darkness, no matter where it may make its nest. O friends of God! That the hidden Mystery may stand revealed, and the secret essence of all things may be disclosed, strive ye to banish that darkness for ever and ever.",T1P7,Selections from the Writings of ‘Abdu’l‑Bahá
31," Be ye sincerely kind, not in appearance only","Soon will your swiftly passing days be over, and the fame and riches, the comforts, the joys provided by this rubbish-heap, the world, will be gone without a trace. Summon ye, then, the people to God, and invite humanity to follow the example of the Company on high. Be ye loving fathers to the orphan, and a refuge to the helpless, and a treasury for the poor, and a cure for the ailing. Be ye the helpers of every victim of oppression, the patrons of the disadvantaged. Think ye at all times of rendering some service to every member of the human race. Pay ye no heed to aversion and rejection, to disdain, hostility, injustice: act ye in the opposite way. Be ye sincerely kind, not in appearance only. Let each one of God’s loved ones center his attention on this: to be the Lord’s mercy to man; to be the Lord’s grace. Let him do some good to every person whose path he crosseth, and be of some benefit to him. Let him improve the character of each and all, and reorient the minds of men. In this way, the light of divine guidance will shine forth, and the blessings of God will cradle all mankind: for love is light, no matter in what abode it dwelleth; and hate is darkness, no matter where it may make its nest. O friends of God! That the hidden Mystery may stand revealed, and the secret essence of all things may be disclosed, strive ye to banish that darkness for ever and ever.",T1P7,Selections from the Writings of ‘Abdu’l‑Bahá
32, Let each one of God’s loved ones center his attention on this: to be the Lord’s mercy to man; to be the Lord’s grace,"Soon will your swiftly passing days be over, and the fame and riches, the comforts, the joys provided by this rubbish-heap, the world, will be gone without a trace. Summon ye, then, the people to God, and invite humanity to follow the example of the Company on high. Be ye loving fathers to the orphan, and a refuge to the helpless, and a treasury for the poor, and a cure for the ailing. Be ye the helpers of every victim of oppression, the patrons of the disadvantaged. Think ye at all times of rendering some service to every member of the human race. Pay ye no heed to aversion and rejection, to disdain, hostility, injustice: act ye in the opposite way. Be ye sincerely kind, not in appearance only. Let each one of God’s loved ones center his attention on this: to be the Lord’s mercy to man; to be the Lord’s grace. Let him do some good to every person whose path he crosseth, and be of some benefit to him. Let him improve the character of each and all, and reorient the minds of men. In this way, the light of divine guidance will shine forth, and the blessings of God will cradle all mankind: for love is light, no matter in what abode it dwelleth; and hate is darkness, no matter where it may make its nest. O friends of God! That the hidden Mystery may stand revealed, and the secret essence of all things may be disclosed, strive ye to banish that darkness for ever and ever.",T1P7,Selections from the Writings of ‘Abdu’l‑Bahá
33," Let him do some good to every person whose path he crosseth, and be of some benefit to him","Soon will your swiftly passing days be over, and the fame and riches, the comforts, the joys provided by this rubbish-heap, the world, will be gone without a trace. Summon ye, then, the people to God, and invite humanity to follow the example of the Company on high. Be ye loving fathers to the orphan, and a refuge to the helpless, and a treasury for the poor, and a cure for the ailing. Be ye the helpers of every victim of oppression, the patrons of the disadvantaged. Think ye at all times of rendering some service to every member of the human race. Pay ye no heed to aversion and rejection, to disdain, hostility, injustice: act ye in the opposite way. Be ye sincerely kind, not in appearance only. Let each one of God’s loved ones center his attention on this: to be the Lord’s mercy to man; to be the Lord’s grace. Let him do some good to every person whose path he crosseth, and be of some benefit to him. Let him improve the character of each and all, and reorient the minds of men. In this way, the light of divine guidance will shine forth, and the blessings of God will cradle all mankind: for love is light, no matter in what abode it dwelleth; and hate is darkness, no matter where it may make its nest. O friends of God! That the hidden Mystery may stand revealed, and the secret essence of all things may be disclosed, strive ye to banish that darkness for ever and ever.",T1P7,Selections from the Writings of ‘Abdu’l‑Bahá
34," Let him improve the character of each and all, and reorient the minds of men","Soon will your swiftly passing days be over, and the fame and riches, the comforts, the joys provided by this rubbish-heap, the world, will be gone without a trace. Summon ye, then, the people to God, and invite humanity to follow the example of the Company on high. Be ye loving fathers to the orphan, and a refuge to the helpless, and a treasury for the poor, and a cure for the ailing. Be ye the helpers of every victim of oppression, the patrons of the disadvantaged. Think ye at all times of rendering some service to every member of the human race. Pay ye no heed to aversion and rejection, to disdain, hostility, injustice: act ye in the opposite way. Be ye sincerely kind, not in appearance only. Let each one of God’s loved ones center his attention on this: to be the Lord’s mercy to man; to be the Lord’s grace. Let him do some good to every person whose path he crosseth, and be of some benefit to him. Let him improve the character of each and all, and reorient the minds of men. In this way, the light of divine guidance will shine forth, and the blessings of God will cradle all mankind: for love is light, no matter in what abode it dwelleth; and hate is darkness, no matter where it may make its nest. O friends of God! That the hidden Mystery may stand revealed, and the secret essence of all things may be disclosed, strive ye to banish that darkness for ever and ever.",T1P7,Selections from the Writings of ‘Abdu’l‑Bahá
35," In this way, the light of divine guidance will shine forth, and the blessings of God will cradle all mankind: for love is light, no matter in what abode it dwelleth; and hate is darkness, no matter where it may make its nest","Soon will your swiftly passing days be over, and the fame and riches, the comforts, the joys provided by this rubbish-heap, the world, will be gone without a trace. Summon ye, then, the people to God, and invite humanity to follow the example of the Company on high. Be ye loving fathers to the orphan, and a refuge to the helpless, and a treasury for the poor, and a cure for the ailing. Be ye the helpers of every victim of oppression, the patrons of the disadvantaged. Think ye at all times of rendering some service to every member of the human race. Pay ye no heed to aversion and rejection, to disdain, hostility, injustice: act ye in the opposite way. Be ye sincerely kind, not in appearance only. Let each one of God’s loved ones center his attention on this: to be the Lord’s mercy to man; to be the Lord’s grace. Let him do some good to every person whose path he crosseth, and be of some benefit to him. Let him improve the character of each and all, and reorient the minds of men. In this way, the light of divine guidance will shine forth, and the blessings of God will cradle all mankind: for love is light, no matter in what abode it dwelleth; and hate is darkness, no matter where it may make its nest. O friends of God! That the hidden Mystery may stand revealed, and the secret essence of all things may be disclosed, strive ye to banish that darkness for ever and ever.",T1P7,Selections from the Writings of ‘Abdu’l‑Bahá
