,Sentence,Text,Section,Book
10," These souls, as they traverse the stages of wayfaring and ascend unto the stations of reunion, walk a different path and occupy a different rank","Others, without receiving the least intimation of “no God is there”, pass beyond the highest horizon of “but God”; without even tasting a dewdrop of the degrees of self-surrender ascend unto the kingdom of life everlasting; and without partaking from the wellspring of utter abnegation quaff the wine of the Ancient of Days. These souls, as they traverse the stages of wayfaring and ascend unto the stations of reunion, walk a different path and occupy a different rank.",P3,From the Letter Ba to the Letter Ha
11,"Still others, without having perused a single letter of the kingdom of names or acquired the faintest intimation from the realm of attributes, which pertaineth to this world, dawn above the invisible horizon of eternity and return again thereunto","Still others, without having perused a single letter of the kingdom of names or acquired the faintest intimation from the realm of attributes, which pertaineth to this world, dawn above the invisible horizon of eternity and return again thereunto. A hundred thousand seas of glory surge in their luminous hearts, and yet to outward seeming their lips are parched; a myriad rivers of holiness stream within their breasts, and yet no trace thereof is to be seen; the books of God’s consummate wisdom are recorded upon the tablets of their hearts, and yet they breathe not a word thereof in the world of appearances. They dwell in the Egypt of certitude and journey in the lands of resignation. They are intoxicated with the beauty, and entranced by the glory, of Him Who is the All-Glorious. Heart to heart they whisper hidden secrets; soul to soul they unfold abstruse matters. The mysteries of the Divine Essence glow upon their brows, and the lights of Divine Unity shine from their peerless faces. They clothe themselves in the robe of concealment and cast their sleeves over both this world and the world to come. Without wings they soar, without feet they walk, without hands they grasp and hold. They speak an unknown tongue and observe an unseen grammar, of which all the world’s inhabitants know not a single letter, save those whom thy Lord hath willed. Unto each hath a share been vouchsafed in His Book, and they shall all attain unto that which hath been destined for them.",P4,From the Letter Ba to the Letter Ha
12," A hundred thousand seas of glory surge in their luminous hearts, and yet to outward seeming their lips are parched; a myriad rivers of holiness stream within their breasts, and yet no trace thereof is to be seen; the books of God’s consummate wisdom are recorded upon the tablets of their hearts, and yet they breathe not a word thereof in the world of appearances","Still others, without having perused a single letter of the kingdom of names or acquired the faintest intimation from the realm of attributes, which pertaineth to this world, dawn above the invisible horizon of eternity and return again thereunto. A hundred thousand seas of glory surge in their luminous hearts, and yet to outward seeming their lips are parched; a myriad rivers of holiness stream within their breasts, and yet no trace thereof is to be seen; the books of God’s consummate wisdom are recorded upon the tablets of their hearts, and yet they breathe not a word thereof in the world of appearances. They dwell in the Egypt of certitude and journey in the lands of resignation. They are intoxicated with the beauty, and entranced by the glory, of Him Who is the All-Glorious. Heart to heart they whisper hidden secrets; soul to soul they unfold abstruse matters. The mysteries of the Divine Essence glow upon their brows, and the lights of Divine Unity shine from their peerless faces. They clothe themselves in the robe of concealment and cast their sleeves over both this world and the world to come. Without wings they soar, without feet they walk, without hands they grasp and hold. They speak an unknown tongue and observe an unseen grammar, of which all the world’s inhabitants know not a single letter, save those whom thy Lord hath willed. Unto each hath a share been vouchsafed in His Book, and they shall all attain unto that which hath been destined for them.",P4,From the Letter Ba to the Letter Ha
13, They dwell in the Egypt of certitude and journey in the lands of resignation,"Still others, without having perused a single letter of the kingdom of names or acquired the faintest intimation from the realm of attributes, which pertaineth to this world, dawn above the invisible horizon of eternity and return again thereunto. A hundred thousand seas of glory surge in their luminous hearts, and yet to outward seeming their lips are parched; a myriad rivers of holiness stream within their breasts, and yet no trace thereof is to be seen; the books of God’s consummate wisdom are recorded upon the tablets of their hearts, and yet they breathe not a word thereof in the world of appearances. They dwell in the Egypt of certitude and journey in the lands of resignation. They are intoxicated with the beauty, and entranced by the glory, of Him Who is the All-Glorious. Heart to heart they whisper hidden secrets; soul to soul they unfold abstruse matters. The mysteries of the Divine Essence glow upon their brows, and the lights of Divine Unity shine from their peerless faces. They clothe themselves in the robe of concealment and cast their sleeves over both this world and the world to come. Without wings they soar, without feet they walk, without hands they grasp and hold. They speak an unknown tongue and observe an unseen grammar, of which all the world’s inhabitants know not a single letter, save those whom thy Lord hath willed. Unto each hath a share been vouchsafed in His Book, and they shall all attain unto that which hath been destined for them.",P4,From the Letter Ba to the Letter Ha
14," They are intoxicated with the beauty, and entranced by the glory, of Him Who is the All-Glorious","Still others, without having perused a single letter of the kingdom of names or acquired the faintest intimation from the realm of attributes, which pertaineth to this world, dawn above the invisible horizon of eternity and return again thereunto. A hundred thousand seas of glory surge in their luminous hearts, and yet to outward seeming their lips are parched; a myriad rivers of holiness stream within their breasts, and yet no trace thereof is to be seen; the books of God’s consummate wisdom are recorded upon the tablets of their hearts, and yet they breathe not a word thereof in the world of appearances. They dwell in the Egypt of certitude and journey in the lands of resignation. They are intoxicated with the beauty, and entranced by the glory, of Him Who is the All-Glorious. Heart to heart they whisper hidden secrets; soul to soul they unfold abstruse matters. The mysteries of the Divine Essence glow upon their brows, and the lights of Divine Unity shine from their peerless faces. They clothe themselves in the robe of concealment and cast their sleeves over both this world and the world to come. Without wings they soar, without feet they walk, without hands they grasp and hold. They speak an unknown tongue and observe an unseen grammar, of which all the world’s inhabitants know not a single letter, save those whom thy Lord hath willed. Unto each hath a share been vouchsafed in His Book, and they shall all attain unto that which hath been destined for them.",P4,From the Letter Ba to the Letter Ha
15, Heart to heart they whisper hidden secrets; soul to soul they unfold abstruse matters,"Still others, without having perused a single letter of the kingdom of names or acquired the faintest intimation from the realm of attributes, which pertaineth to this world, dawn above the invisible horizon of eternity and return again thereunto. A hundred thousand seas of glory surge in their luminous hearts, and yet to outward seeming their lips are parched; a myriad rivers of holiness stream within their breasts, and yet no trace thereof is to be seen; the books of God’s consummate wisdom are recorded upon the tablets of their hearts, and yet they breathe not a word thereof in the world of appearances. They dwell in the Egypt of certitude and journey in the lands of resignation. They are intoxicated with the beauty, and entranced by the glory, of Him Who is the All-Glorious. Heart to heart they whisper hidden secrets; soul to soul they unfold abstruse matters. The mysteries of the Divine Essence glow upon their brows, and the lights of Divine Unity shine from their peerless faces. They clothe themselves in the robe of concealment and cast their sleeves over both this world and the world to come. Without wings they soar, without feet they walk, without hands they grasp and hold. They speak an unknown tongue and observe an unseen grammar, of which all the world’s inhabitants know not a single letter, save those whom thy Lord hath willed. Unto each hath a share been vouchsafed in His Book, and they shall all attain unto that which hath been destined for them.",P4,From the Letter Ba to the Letter Ha
16," The mysteries of the Divine Essence glow upon their brows, and the lights of Divine Unity shine from their peerless faces","Still others, without having perused a single letter of the kingdom of names or acquired the faintest intimation from the realm of attributes, which pertaineth to this world, dawn above the invisible horizon of eternity and return again thereunto. A hundred thousand seas of glory surge in their luminous hearts, and yet to outward seeming their lips are parched; a myriad rivers of holiness stream within their breasts, and yet no trace thereof is to be seen; the books of God’s consummate wisdom are recorded upon the tablets of their hearts, and yet they breathe not a word thereof in the world of appearances. They dwell in the Egypt of certitude and journey in the lands of resignation. They are intoxicated with the beauty, and entranced by the glory, of Him Who is the All-Glorious. Heart to heart they whisper hidden secrets; soul to soul they unfold abstruse matters. The mysteries of the Divine Essence glow upon their brows, and the lights of Divine Unity shine from their peerless faces. They clothe themselves in the robe of concealment and cast their sleeves over both this world and the world to come. Without wings they soar, without feet they walk, without hands they grasp and hold. They speak an unknown tongue and observe an unseen grammar, of which all the world’s inhabitants know not a single letter, save those whom thy Lord hath willed. Unto each hath a share been vouchsafed in His Book, and they shall all attain unto that which hath been destined for them.",P4,From the Letter Ba to the Letter Ha
17, They clothe themselves in the robe of concealment and cast their sleeves over both this world and the world to come,"Still others, without having perused a single letter of the kingdom of names or acquired the faintest intimation from the realm of attributes, which pertaineth to this world, dawn above the invisible horizon of eternity and return again thereunto. A hundred thousand seas of glory surge in their luminous hearts, and yet to outward seeming their lips are parched; a myriad rivers of holiness stream within their breasts, and yet no trace thereof is to be seen; the books of God’s consummate wisdom are recorded upon the tablets of their hearts, and yet they breathe not a word thereof in the world of appearances. They dwell in the Egypt of certitude and journey in the lands of resignation. They are intoxicated with the beauty, and entranced by the glory, of Him Who is the All-Glorious. Heart to heart they whisper hidden secrets; soul to soul they unfold abstruse matters. The mysteries of the Divine Essence glow upon their brows, and the lights of Divine Unity shine from their peerless faces. They clothe themselves in the robe of concealment and cast their sleeves over both this world and the world to come. Without wings they soar, without feet they walk, without hands they grasp and hold. They speak an unknown tongue and observe an unseen grammar, of which all the world’s inhabitants know not a single letter, save those whom thy Lord hath willed. Unto each hath a share been vouchsafed in His Book, and they shall all attain unto that which hath been destined for them.",P4,From the Letter Ba to the Letter Ha
18," Without wings they soar, without feet they walk, without hands they grasp and hold","Still others, without having perused a single letter of the kingdom of names or acquired the faintest intimation from the realm of attributes, which pertaineth to this world, dawn above the invisible horizon of eternity and return again thereunto. A hundred thousand seas of glory surge in their luminous hearts, and yet to outward seeming their lips are parched; a myriad rivers of holiness stream within their breasts, and yet no trace thereof is to be seen; the books of God’s consummate wisdom are recorded upon the tablets of their hearts, and yet they breathe not a word thereof in the world of appearances. They dwell in the Egypt of certitude and journey in the lands of resignation. They are intoxicated with the beauty, and entranced by the glory, of Him Who is the All-Glorious. Heart to heart they whisper hidden secrets; soul to soul they unfold abstruse matters. The mysteries of the Divine Essence glow upon their brows, and the lights of Divine Unity shine from their peerless faces. They clothe themselves in the robe of concealment and cast their sleeves over both this world and the world to come. Without wings they soar, without feet they walk, without hands they grasp and hold. They speak an unknown tongue and observe an unseen grammar, of which all the world’s inhabitants know not a single letter, save those whom thy Lord hath willed. Unto each hath a share been vouchsafed in His Book, and they shall all attain unto that which hath been destined for them.",P4,From the Letter Ba to the Letter Ha
19," They speak an unknown tongue and observe an unseen grammar, of which all the world’s inhabitants know not a single letter, save those whom thy Lord hath willed","Still others, without having perused a single letter of the kingdom of names or acquired the faintest intimation from the realm of attributes, which pertaineth to this world, dawn above the invisible horizon of eternity and return again thereunto. A hundred thousand seas of glory surge in their luminous hearts, and yet to outward seeming their lips are parched; a myriad rivers of holiness stream within their breasts, and yet no trace thereof is to be seen; the books of God’s consummate wisdom are recorded upon the tablets of their hearts, and yet they breathe not a word thereof in the world of appearances. They dwell in the Egypt of certitude and journey in the lands of resignation. They are intoxicated with the beauty, and entranced by the glory, of Him Who is the All-Glorious. Heart to heart they whisper hidden secrets; soul to soul they unfold abstruse matters. The mysteries of the Divine Essence glow upon their brows, and the lights of Divine Unity shine from their peerless faces. They clothe themselves in the robe of concealment and cast their sleeves over both this world and the world to come. Without wings they soar, without feet they walk, without hands they grasp and hold. They speak an unknown tongue and observe an unseen grammar, of which all the world’s inhabitants know not a single letter, save those whom thy Lord hath willed. Unto each hath a share been vouchsafed in His Book, and they shall all attain unto that which hath been destined for them.",P4,From the Letter Ba to the Letter Ha
20," Unto each hath a share been vouchsafed in His Book, and they shall all attain unto that which hath been destined for them","Still others, without having perused a single letter of the kingdom of names or acquired the faintest intimation from the realm of attributes, which pertaineth to this world, dawn above the invisible horizon of eternity and return again thereunto. A hundred thousand seas of glory surge in their luminous hearts, and yet to outward seeming their lips are parched; a myriad rivers of holiness stream within their breasts, and yet no trace thereof is to be seen; the books of God’s consummate wisdom are recorded upon the tablets of their hearts, and yet they breathe not a word thereof in the world of appearances. They dwell in the Egypt of certitude and journey in the lands of resignation. They are intoxicated with the beauty, and entranced by the glory, of Him Who is the All-Glorious. Heart to heart they whisper hidden secrets; soul to soul they unfold abstruse matters. The mysteries of the Divine Essence glow upon their brows, and the lights of Divine Unity shine from their peerless faces. They clothe themselves in the robe of concealment and cast their sleeves over both this world and the world to come. Without wings they soar, without feet they walk, without hands they grasp and hold. They speak an unknown tongue and observe an unseen grammar, of which all the world’s inhabitants know not a single letter, save those whom thy Lord hath willed. Unto each hath a share been vouchsafed in His Book, and they shall all attain unto that which hath been destined for them.",P4,From the Letter Ba to the Letter Ha
21,"It is clear and evident that, in this Dispensation wherein the banner of utterance hath been raised aloft and the candle of discernment hath been lit, there is no Lord but the Exalted One","It is clear and evident that, in this Dispensation wherein the banner of utterance hath been raised aloft and the candle of discernment hath been lit, there is no Lord but the Exalted One.79 He it is Who is one in His essence and one in His attributes, single in the kingdom of names and peerless in the realm of actions. It is by virtue of His blessed name that the seas of Divine Unity have been made to surge; it is through the power of His resistless command that the immutable decrees of destiny have been enforced; it is through the potency of His sovereign might that the dictates of fate have been fixed. Who hath the power to soar in that exalted atmosphere or to cherish another beloved than Him? We all abide beneath His shadow and seek our portion from the ocean of His grace. However far the gnat may fly, it can never traverse the length and breadth of heaven, and however high the sparrow may soar, it can never attain the tree of immortality.",P5,From the Letter Ba to the Letter Ha
22,"79 He it is Who is one in His essence and one in His attributes, single in the kingdom of names and peerless in the realm of actions","It is clear and evident that, in this Dispensation wherein the banner of utterance hath been raised aloft and the candle of discernment hath been lit, there is no Lord but the Exalted One.79 He it is Who is one in His essence and one in His attributes, single in the kingdom of names and peerless in the realm of actions. It is by virtue of His blessed name that the seas of Divine Unity have been made to surge; it is through the power of His resistless command that the immutable decrees of destiny have been enforced; it is through the potency of His sovereign might that the dictates of fate have been fixed. Who hath the power to soar in that exalted atmosphere or to cherish another beloved than Him? We all abide beneath His shadow and seek our portion from the ocean of His grace. However far the gnat may fly, it can never traverse the length and breadth of heaven, and however high the sparrow may soar, it can never attain the tree of immortality.",P5,From the Letter Ba to the Letter Ha
23, It is by virtue of His blessed name that the seas of Divine Unity have been made to surge; it is through the power of His resistless command that the immutable decrees of destiny have been enforced; it is through the potency of His sovereign might that the dictates of fate have been fixed,"It is clear and evident that, in this Dispensation wherein the banner of utterance hath been raised aloft and the candle of discernment hath been lit, there is no Lord but the Exalted One.79 He it is Who is one in His essence and one in His attributes, single in the kingdom of names and peerless in the realm of actions. It is by virtue of His blessed name that the seas of Divine Unity have been made to surge; it is through the power of His resistless command that the immutable decrees of destiny have been enforced; it is through the potency of His sovereign might that the dictates of fate have been fixed. Who hath the power to soar in that exalted atmosphere or to cherish another beloved than Him? We all abide beneath His shadow and seek our portion from the ocean of His grace. However far the gnat may fly, it can never traverse the length and breadth of heaven, and however high the sparrow may soar, it can never attain the tree of immortality.",P5,From the Letter Ba to the Letter Ha
24, Who hath the power to soar in that exalted atmosphere or to cherish another beloved than Him? We all abide beneath His shadow and seek our portion from the ocean of His grace,"It is clear and evident that, in this Dispensation wherein the banner of utterance hath been raised aloft and the candle of discernment hath been lit, there is no Lord but the Exalted One.79 He it is Who is one in His essence and one in His attributes, single in the kingdom of names and peerless in the realm of actions. It is by virtue of His blessed name that the seas of Divine Unity have been made to surge; it is through the power of His resistless command that the immutable decrees of destiny have been enforced; it is through the potency of His sovereign might that the dictates of fate have been fixed. Who hath the power to soar in that exalted atmosphere or to cherish another beloved than Him? We all abide beneath His shadow and seek our portion from the ocean of His grace. However far the gnat may fly, it can never traverse the length and breadth of heaven, and however high the sparrow may soar, it can never attain the tree of immortality.",P5,From the Letter Ba to the Letter Ha
25," However far the gnat may fly, it can never traverse the length and breadth of heaven, and however high the sparrow may soar, it can never attain the tree of immortality","It is clear and evident that, in this Dispensation wherein the banner of utterance hath been raised aloft and the candle of discernment hath been lit, there is no Lord but the Exalted One.79 He it is Who is one in His essence and one in His attributes, single in the kingdom of names and peerless in the realm of actions. It is by virtue of His blessed name that the seas of Divine Unity have been made to surge; it is through the power of His resistless command that the immutable decrees of destiny have been enforced; it is through the potency of His sovereign might that the dictates of fate have been fixed. Who hath the power to soar in that exalted atmosphere or to cherish another beloved than Him? We all abide beneath His shadow and seek our portion from the ocean of His grace. However far the gnat may fly, it can never traverse the length and breadth of heaven, and however high the sparrow may soar, it can never attain the tree of immortality.",P5,From the Letter Ba to the Letter Ha
26,"But since all do not possess the same degree of spiritual understanding, certain statements will inevitably be made, and there shall arise, as a consequence, as many differing opinions as there are human minds, and as many divergent beliefs as there are created things","But since all do not possess the same degree of spiritual understanding, certain statements will inevitably be made, and there shall arise, as a consequence, as many differing opinions as there are human minds, and as many divergent beliefs as there are created things. This is certain and settled, and can in no wise be averted. Now, it is clear that some are virtuous, others are sinful, and still others are rebellious. One must call the people to love and faithfulness, to zeal and contentment, that the sinful may be admonished and the ranks of the virtuous may swell. Nor is it possible that there be no sinners: So long as the name “the Ever-Forgiving” shineth resplendent above the horizon of existence, there will be sinners in the world of creation, for the latter cannot appear without the former and the former cannot exist without the latter.",P6,From the Letter Ba to the Letter Ha
27," This is certain and settled, and can in no wise be averted","But since all do not possess the same degree of spiritual understanding, certain statements will inevitably be made, and there shall arise, as a consequence, as many differing opinions as there are human minds, and as many divergent beliefs as there are created things. This is certain and settled, and can in no wise be averted. Now, it is clear that some are virtuous, others are sinful, and still others are rebellious. One must call the people to love and faithfulness, to zeal and contentment, that the sinful may be admonished and the ranks of the virtuous may swell. Nor is it possible that there be no sinners: So long as the name “the Ever-Forgiving” shineth resplendent above the horizon of existence, there will be sinners in the world of creation, for the latter cannot appear without the former and the former cannot exist without the latter.",P6,From the Letter Ba to the Letter Ha
28," Now, it is clear that some are virtuous, others are sinful, and still others are rebellious","But since all do not possess the same degree of spiritual understanding, certain statements will inevitably be made, and there shall arise, as a consequence, as many differing opinions as there are human minds, and as many divergent beliefs as there are created things. This is certain and settled, and can in no wise be averted. Now, it is clear that some are virtuous, others are sinful, and still others are rebellious. One must call the people to love and faithfulness, to zeal and contentment, that the sinful may be admonished and the ranks of the virtuous may swell. Nor is it possible that there be no sinners: So long as the name “the Ever-Forgiving” shineth resplendent above the horizon of existence, there will be sinners in the world of creation, for the latter cannot appear without the former and the former cannot exist without the latter.",P6,From the Letter Ba to the Letter Ha
29," One must call the people to love and faithfulness, to zeal and contentment, that the sinful may be admonished and the ranks of the virtuous may swell","But since all do not possess the same degree of spiritual understanding, certain statements will inevitably be made, and there shall arise, as a consequence, as many differing opinions as there are human minds, and as many divergent beliefs as there are created things. This is certain and settled, and can in no wise be averted. Now, it is clear that some are virtuous, others are sinful, and still others are rebellious. One must call the people to love and faithfulness, to zeal and contentment, that the sinful may be admonished and the ranks of the virtuous may swell. Nor is it possible that there be no sinners: So long as the name “the Ever-Forgiving” shineth resplendent above the horizon of existence, there will be sinners in the world of creation, for the latter cannot appear without the former and the former cannot exist without the latter.",P6,From the Letter Ba to the Letter Ha
30," Nor is it possible that there be no sinners: So long as the name “the Ever-Forgiving” shineth resplendent above the horizon of existence, there will be sinners in the world of creation, for the latter cannot appear without the former and the former cannot exist without the latter","But since all do not possess the same degree of spiritual understanding, certain statements will inevitably be made, and there shall arise, as a consequence, as many differing opinions as there are human minds, and as many divergent beliefs as there are created things. This is certain and settled, and can in no wise be averted. Now, it is clear that some are virtuous, others are sinful, and still others are rebellious. One must call the people to love and faithfulness, to zeal and contentment, that the sinful may be admonished and the ranks of the virtuous may swell. Nor is it possible that there be no sinners: So long as the name “the Ever-Forgiving” shineth resplendent above the horizon of existence, there will be sinners in the world of creation, for the latter cannot appear without the former and the former cannot exist without the latter.",P6,From the Letter Ba to the Letter Ha
31,"Our aim is that thou shouldst urge all the believers to show forth kindness and mercy and to overlook certain shortcomings among them, that differences may be dispelled; true harmony be established; and the censure and reproach, the hatred and dissension, seen among the peoples of former times may not arise anew","Our aim is that thou shouldst urge all the believers to show forth kindness and mercy and to overlook certain shortcomings among them, that differences may be dispelled; true harmony be established; and the censure and reproach, the hatred and dissension, seen among the peoples of former times may not arise anew. Perchance they may be educated and, in the latter Resurrection,80 inflict not upon that cherished Spirit and Essence of existence, that exalted and subtle Reality, the least of that which the Point of the Bayán was made to suffer.",P7,From the Letter Ba to the Letter Ha
32," Perchance they may be educated and, in the latter Resurrection,80 inflict not upon that cherished Spirit and Essence of existence, that exalted and subtle Reality, the least of that which the Point of the Bayán was made to suffer","Our aim is that thou shouldst urge all the believers to show forth kindness and mercy and to overlook certain shortcomings among them, that differences may be dispelled; true harmony be established; and the censure and reproach, the hatred and dissension, seen among the peoples of former times may not arise anew. Perchance they may be educated and, in the latter Resurrection,80 inflict not upon that cherished Spirit and Essence of existence, that exalted and subtle Reality, the least of that which the Point of the Bayán was made to suffer.",P7,From the Letter Ba to the Letter Ha
33,"Moreover, a reply to thine enquiries was sent aforetime","Moreover, a reply to thine enquiries was sent aforetime. It is evident that whatever question is asked will be answered through the ocean of eternal grace, but such questions also add to the burden of duties imposed upon the servants. That which hath been recorded at God’s behest in the Persian Bayán is indeed sufficient unto all, and none will be held to account for what it hath not commanded. Consider how numerous were those in the early days of the Revelation who obeyed, without the slightest deviation, every least one of its injunctions and yet reaped no benefit therefrom. The beginning of religion is love for God and for His Chosen Ones, and its end is to manifest that love to His servants.",P8,From the Letter Ba to the Letter Ha
34," It is evident that whatever question is asked will be answered through the ocean of eternal grace, but such questions also add to the burden of duties imposed upon the servants","Moreover, a reply to thine enquiries was sent aforetime. It is evident that whatever question is asked will be answered through the ocean of eternal grace, but such questions also add to the burden of duties imposed upon the servants. That which hath been recorded at God’s behest in the Persian Bayán is indeed sufficient unto all, and none will be held to account for what it hath not commanded. Consider how numerous were those in the early days of the Revelation who obeyed, without the slightest deviation, every least one of its injunctions and yet reaped no benefit therefrom. The beginning of religion is love for God and for His Chosen Ones, and its end is to manifest that love to His servants.",P8,From the Letter Ba to the Letter Ha
35," That which hath been recorded at God’s behest in the Persian Bayán is indeed sufficient unto all, and none will be held to account for what it hath not commanded","Moreover, a reply to thine enquiries was sent aforetime. It is evident that whatever question is asked will be answered through the ocean of eternal grace, but such questions also add to the burden of duties imposed upon the servants. That which hath been recorded at God’s behest in the Persian Bayán is indeed sufficient unto all, and none will be held to account for what it hath not commanded. Consider how numerous were those in the early days of the Revelation who obeyed, without the slightest deviation, every least one of its injunctions and yet reaped no benefit therefrom. The beginning of religion is love for God and for His Chosen Ones, and its end is to manifest that love to His servants.",P8,From the Letter Ba to the Letter Ha
