,Sentence,Text,Section,Book
14,"”
Answer: According to the Book of God, the estate of the deceased is divided into 2,520 shares, which number is the lowest common multiple of all integers up to nine, and these shares are then distributed into seven portions, each of which is allocated, as mentioned in the Book, to a particular category of heirs","Question: Concerning the holy verse: “When We heard the clamor of the children as yet unborn, We doubled their share and decreased those of the rest.”
Answer: According to the Book of God, the estate of the deceased is divided into 2,520 shares, which number is the lowest common multiple of all integers up to nine, and these shares are then distributed into seven portions, each of which is allocated, as mentioned in the Book, to a particular category of heirs. The children, for example, are allotted nine blocks of 60 shares, comprising 540 shares in all. The meaning of the statement “We doubled their share” is thus that the children receive a further nine blocks of 60 shares, entitling them to a total of 18 blocks all told. The extra shares that they receive are deducted from the portions of the other categories of heirs, so that, although it is revealed, for instance, that the spouse is entitled to “eight parts comprising four hundred and eighty shares,” which is the equivalent of eight blocks of 60 shares, now, by virtue of this rearrangement, one and a half blocks of shares, comprising 90 shares in all, have been subtracted from the spouse’s portion and reallocated to the children, and similarly in the case of the others. The result is that the total amount subtracted is equivalent to the nine extra blocks of shares allotted to the children.",Q5,kitab-i-aqdas-q-and-a
15," The children, for example, are allotted nine blocks of 60 shares, comprising 540 shares in all","Question: Concerning the holy verse: “When We heard the clamor of the children as yet unborn, We doubled their share and decreased those of the rest.”
Answer: According to the Book of God, the estate of the deceased is divided into 2,520 shares, which number is the lowest common multiple of all integers up to nine, and these shares are then distributed into seven portions, each of which is allocated, as mentioned in the Book, to a particular category of heirs. The children, for example, are allotted nine blocks of 60 shares, comprising 540 shares in all. The meaning of the statement “We doubled their share” is thus that the children receive a further nine blocks of 60 shares, entitling them to a total of 18 blocks all told. The extra shares that they receive are deducted from the portions of the other categories of heirs, so that, although it is revealed, for instance, that the spouse is entitled to “eight parts comprising four hundred and eighty shares,” which is the equivalent of eight blocks of 60 shares, now, by virtue of this rearrangement, one and a half blocks of shares, comprising 90 shares in all, have been subtracted from the spouse’s portion and reallocated to the children, and similarly in the case of the others. The result is that the total amount subtracted is equivalent to the nine extra blocks of shares allotted to the children.",Q5,kitab-i-aqdas-q-and-a
16," The meaning of the statement “We doubled their share” is thus that the children receive a further nine blocks of 60 shares, entitling them to a total of 18 blocks all told","Question: Concerning the holy verse: “When We heard the clamor of the children as yet unborn, We doubled their share and decreased those of the rest.”
Answer: According to the Book of God, the estate of the deceased is divided into 2,520 shares, which number is the lowest common multiple of all integers up to nine, and these shares are then distributed into seven portions, each of which is allocated, as mentioned in the Book, to a particular category of heirs. The children, for example, are allotted nine blocks of 60 shares, comprising 540 shares in all. The meaning of the statement “We doubled their share” is thus that the children receive a further nine blocks of 60 shares, entitling them to a total of 18 blocks all told. The extra shares that they receive are deducted from the portions of the other categories of heirs, so that, although it is revealed, for instance, that the spouse is entitled to “eight parts comprising four hundred and eighty shares,” which is the equivalent of eight blocks of 60 shares, now, by virtue of this rearrangement, one and a half blocks of shares, comprising 90 shares in all, have been subtracted from the spouse’s portion and reallocated to the children, and similarly in the case of the others. The result is that the total amount subtracted is equivalent to the nine extra blocks of shares allotted to the children.",Q5,kitab-i-aqdas-q-and-a
17," The extra shares that they receive are deducted from the portions of the other categories of heirs, so that, although it is revealed, for instance, that the spouse is entitled to “eight parts comprising four hundred and eighty shares,” which is the equivalent of eight blocks of 60 shares, now, by virtue of this rearrangement, one and a half blocks of shares, comprising 90 shares in all, have been subtracted from the spouse’s portion and reallocated to the children, and similarly in the case of the others","Question: Concerning the holy verse: “When We heard the clamor of the children as yet unborn, We doubled their share and decreased those of the rest.”
Answer: According to the Book of God, the estate of the deceased is divided into 2,520 shares, which number is the lowest common multiple of all integers up to nine, and these shares are then distributed into seven portions, each of which is allocated, as mentioned in the Book, to a particular category of heirs. The children, for example, are allotted nine blocks of 60 shares, comprising 540 shares in all. The meaning of the statement “We doubled their share” is thus that the children receive a further nine blocks of 60 shares, entitling them to a total of 18 blocks all told. The extra shares that they receive are deducted from the portions of the other categories of heirs, so that, although it is revealed, for instance, that the spouse is entitled to “eight parts comprising four hundred and eighty shares,” which is the equivalent of eight blocks of 60 shares, now, by virtue of this rearrangement, one and a half blocks of shares, comprising 90 shares in all, have been subtracted from the spouse’s portion and reallocated to the children, and similarly in the case of the others. The result is that the total amount subtracted is equivalent to the nine extra blocks of shares allotted to the children.",Q5,kitab-i-aqdas-q-and-a
18, The result is that the total amount subtracted is equivalent to the nine extra blocks of shares allotted to the children,"Question: Concerning the holy verse: “When We heard the clamor of the children as yet unborn, We doubled their share and decreased those of the rest.”
Answer: According to the Book of God, the estate of the deceased is divided into 2,520 shares, which number is the lowest common multiple of all integers up to nine, and these shares are then distributed into seven portions, each of which is allocated, as mentioned in the Book, to a particular category of heirs. The children, for example, are allotted nine blocks of 60 shares, comprising 540 shares in all. The meaning of the statement “We doubled their share” is thus that the children receive a further nine blocks of 60 shares, entitling them to a total of 18 blocks all told. The extra shares that they receive are deducted from the portions of the other categories of heirs, so that, although it is revealed, for instance, that the spouse is entitled to “eight parts comprising four hundred and eighty shares,” which is the equivalent of eight blocks of 60 shares, now, by virtue of this rearrangement, one and a half blocks of shares, comprising 90 shares in all, have been subtracted from the spouse’s portion and reallocated to the children, and similarly in the case of the others. The result is that the total amount subtracted is equivalent to the nine extra blocks of shares allotted to the children.",Q5,kitab-i-aqdas-q-and-a
19,"Question: Is it necessary that the brother, in order to qualify for his portion of the inheritance, be descended from both the father and the mother of the deceased, or is it sufficient merely that there be one parent in common?
Answer: If the brother be descended from the father he shall receive his share of the inheritance in the prescribed measure recorded in the Book; but if he be descended from the mother, he shall receive only two-thirds of his entitlement, the remaining third reverting to the House of Justice","Question: Is it necessary that the brother, in order to qualify for his portion of the inheritance, be descended from both the father and the mother of the deceased, or is it sufficient merely that there be one parent in common?
Answer: If the brother be descended from the father he shall receive his share of the inheritance in the prescribed measure recorded in the Book; but if he be descended from the mother, he shall receive only two-thirds of his entitlement, the remaining third reverting to the House of Justice. This ruling is also applicable to the sister.",Q6,kitab-i-aqdas-q-and-a
20, This ruling is also applicable to the sister,"Question: Is it necessary that the brother, in order to qualify for his portion of the inheritance, be descended from both the father and the mother of the deceased, or is it sufficient merely that there be one parent in common?
Answer: If the brother be descended from the father he shall receive his share of the inheritance in the prescribed measure recorded in the Book; but if he be descended from the mother, he shall receive only two-thirds of his entitlement, the remaining third reverting to the House of Justice. This ruling is also applicable to the sister.",Q6,kitab-i-aqdas-q-and-a
21,"Question: Amongst the provisions concerning inheritance it hath been laid down that, should the deceased leave no offspring, their share of the estate is to revert to the House of Justice","Question: Amongst the provisions concerning inheritance it hath been laid down that, should the deceased leave no offspring, their share of the estate is to revert to the House of Justice. In the event of other categories of heirs, such as the father, mother, brother, sister and teacher being similarly absent, do their shares of the inheritance also revert to the House of Justice, or are they dealt with in some other fashion?
Answer: The sacred verse sufficeth. He saith, exalted be His Word: “Should the deceased leave no offspring, their share shall revert to the House of Justice” etc. and “Should the deceased leave offspring, but none of the other categories of heirs that have been specified in the Book, they shall receive two-thirds of the inheritance and the remaining third shall revert to the House of Justice” etc. In other words, where there are no offspring, their allotted portion of the inheritance reverteth to the House of Justice; and where there are offspring but the other categories of heirs are lacking, two-thirds of the inheritance pass to the offspring, the remaining third reverting to the House of Justice. This ruling hath both general and specific application, which is to say that whenever any category of this latter class of heirs is absent, two-thirds of their inheritance pass to the offspring and the remaining third to the House of Justice.",Q7,kitab-i-aqdas-q-and-a
22," In the event of other categories of heirs, such as the father, mother, brother, sister and teacher being similarly absent, do their shares of the inheritance also revert to the House of Justice, or are they dealt with in some other fashion?
Answer: The sacred verse sufficeth","Question: Amongst the provisions concerning inheritance it hath been laid down that, should the deceased leave no offspring, their share of the estate is to revert to the House of Justice. In the event of other categories of heirs, such as the father, mother, brother, sister and teacher being similarly absent, do their shares of the inheritance also revert to the House of Justice, or are they dealt with in some other fashion?
Answer: The sacred verse sufficeth. He saith, exalted be His Word: “Should the deceased leave no offspring, their share shall revert to the House of Justice” etc. and “Should the deceased leave offspring, but none of the other categories of heirs that have been specified in the Book, they shall receive two-thirds of the inheritance and the remaining third shall revert to the House of Justice” etc. In other words, where there are no offspring, their allotted portion of the inheritance reverteth to the House of Justice; and where there are offspring but the other categories of heirs are lacking, two-thirds of the inheritance pass to the offspring, the remaining third reverting to the House of Justice. This ruling hath both general and specific application, which is to say that whenever any category of this latter class of heirs is absent, two-thirds of their inheritance pass to the offspring and the remaining third to the House of Justice.",Q7,kitab-i-aqdas-q-and-a
23," He saith, exalted be His Word: “Should the deceased leave no offspring, their share shall revert to the House of Justice” etc","Question: Amongst the provisions concerning inheritance it hath been laid down that, should the deceased leave no offspring, their share of the estate is to revert to the House of Justice. In the event of other categories of heirs, such as the father, mother, brother, sister and teacher being similarly absent, do their shares of the inheritance also revert to the House of Justice, or are they dealt with in some other fashion?
Answer: The sacred verse sufficeth. He saith, exalted be His Word: “Should the deceased leave no offspring, their share shall revert to the House of Justice” etc. and “Should the deceased leave offspring, but none of the other categories of heirs that have been specified in the Book, they shall receive two-thirds of the inheritance and the remaining third shall revert to the House of Justice” etc. In other words, where there are no offspring, their allotted portion of the inheritance reverteth to the House of Justice; and where there are offspring but the other categories of heirs are lacking, two-thirds of the inheritance pass to the offspring, the remaining third reverting to the House of Justice. This ruling hath both general and specific application, which is to say that whenever any category of this latter class of heirs is absent, two-thirds of their inheritance pass to the offspring and the remaining third to the House of Justice.",Q7,kitab-i-aqdas-q-and-a
24," and “Should the deceased leave offspring, but none of the other categories of heirs that have been specified in the Book, they shall receive two-thirds of the inheritance and the remaining third shall revert to the House of Justice” etc","Question: Amongst the provisions concerning inheritance it hath been laid down that, should the deceased leave no offspring, their share of the estate is to revert to the House of Justice. In the event of other categories of heirs, such as the father, mother, brother, sister and teacher being similarly absent, do their shares of the inheritance also revert to the House of Justice, or are they dealt with in some other fashion?
Answer: The sacred verse sufficeth. He saith, exalted be His Word: “Should the deceased leave no offspring, their share shall revert to the House of Justice” etc. and “Should the deceased leave offspring, but none of the other categories of heirs that have been specified in the Book, they shall receive two-thirds of the inheritance and the remaining third shall revert to the House of Justice” etc. In other words, where there are no offspring, their allotted portion of the inheritance reverteth to the House of Justice; and where there are offspring but the other categories of heirs are lacking, two-thirds of the inheritance pass to the offspring, the remaining third reverting to the House of Justice. This ruling hath both general and specific application, which is to say that whenever any category of this latter class of heirs is absent, two-thirds of their inheritance pass to the offspring and the remaining third to the House of Justice.",Q7,kitab-i-aqdas-q-and-a
25," In other words, where there are no offspring, their allotted portion of the inheritance reverteth to the House of Justice; and where there are offspring but the other categories of heirs are lacking, two-thirds of the inheritance pass to the offspring, the remaining third reverting to the House of Justice","Question: Amongst the provisions concerning inheritance it hath been laid down that, should the deceased leave no offspring, their share of the estate is to revert to the House of Justice. In the event of other categories of heirs, such as the father, mother, brother, sister and teacher being similarly absent, do their shares of the inheritance also revert to the House of Justice, or are they dealt with in some other fashion?
Answer: The sacred verse sufficeth. He saith, exalted be His Word: “Should the deceased leave no offspring, their share shall revert to the House of Justice” etc. and “Should the deceased leave offspring, but none of the other categories of heirs that have been specified in the Book, they shall receive two-thirds of the inheritance and the remaining third shall revert to the House of Justice” etc. In other words, where there are no offspring, their allotted portion of the inheritance reverteth to the House of Justice; and where there are offspring but the other categories of heirs are lacking, two-thirds of the inheritance pass to the offspring, the remaining third reverting to the House of Justice. This ruling hath both general and specific application, which is to say that whenever any category of this latter class of heirs is absent, two-thirds of their inheritance pass to the offspring and the remaining third to the House of Justice.",Q7,kitab-i-aqdas-q-and-a
26," This ruling hath both general and specific application, which is to say that whenever any category of this latter class of heirs is absent, two-thirds of their inheritance pass to the offspring and the remaining third to the House of Justice","Question: Amongst the provisions concerning inheritance it hath been laid down that, should the deceased leave no offspring, their share of the estate is to revert to the House of Justice. In the event of other categories of heirs, such as the father, mother, brother, sister and teacher being similarly absent, do their shares of the inheritance also revert to the House of Justice, or are they dealt with in some other fashion?
Answer: The sacred verse sufficeth. He saith, exalted be His Word: “Should the deceased leave no offspring, their share shall revert to the House of Justice” etc. and “Should the deceased leave offspring, but none of the other categories of heirs that have been specified in the Book, they shall receive two-thirds of the inheritance and the remaining third shall revert to the House of Justice” etc. In other words, where there are no offspring, their allotted portion of the inheritance reverteth to the House of Justice; and where there are offspring but the other categories of heirs are lacking, two-thirds of the inheritance pass to the offspring, the remaining third reverting to the House of Justice. This ruling hath both general and specific application, which is to say that whenever any category of this latter class of heirs is absent, two-thirds of their inheritance pass to the offspring and the remaining third to the House of Justice.",Q7,kitab-i-aqdas-q-and-a
27,Question: Concerning the basic sum on which Ḥuqúqu’lláh is payable,"Question: Concerning the basic sum on which Ḥuqúqu’lláh is payable.
Answer: The basic sum on which Ḥuqúqu’lláh is payable is nineteen mithqáls of gold. In other words, when money to the value of this sum hath been acquired, a payment of Ḥuqúq falleth due. Likewise Ḥuqúq is payable when the value, not the number, of other forms of property reacheth the prescribed amount. Ḥuqúqu’lláh is payable no more than once. A person, for instance, who acquireth a thousand mithqáls of gold, and payeth the Ḥuqúq, is not liable to make a further such payment on this sum, but only on what accrueth to it through commerce, business and the like. When this increase, namely the profit realized, reacheth the prescribed sum, one must carry out what God hath decreed. Only when the principal changeth hands is it once more subject to payment of Ḥuqúq, as it was the first time. The Primal Point hath directed that Ḥuqúqu’lláh must be paid on the value of whatsoever one possesseth; yet, in this Most Mighty Dispensation, We have exempted the household furnishings, that is such furnishings as are needed, and the residence itself.",Q8,kitab-i-aqdas-q-and-a
28,"
Answer: The basic sum on which Ḥuqúqu’lláh is payable is nineteen mithqáls of gold","Question: Concerning the basic sum on which Ḥuqúqu’lláh is payable.
Answer: The basic sum on which Ḥuqúqu’lláh is payable is nineteen mithqáls of gold. In other words, when money to the value of this sum hath been acquired, a payment of Ḥuqúq falleth due. Likewise Ḥuqúq is payable when the value, not the number, of other forms of property reacheth the prescribed amount. Ḥuqúqu’lláh is payable no more than once. A person, for instance, who acquireth a thousand mithqáls of gold, and payeth the Ḥuqúq, is not liable to make a further such payment on this sum, but only on what accrueth to it through commerce, business and the like. When this increase, namely the profit realized, reacheth the prescribed sum, one must carry out what God hath decreed. Only when the principal changeth hands is it once more subject to payment of Ḥuqúq, as it was the first time. The Primal Point hath directed that Ḥuqúqu’lláh must be paid on the value of whatsoever one possesseth; yet, in this Most Mighty Dispensation, We have exempted the household furnishings, that is such furnishings as are needed, and the residence itself.",Q8,kitab-i-aqdas-q-and-a
29," In other words, when money to the value of this sum hath been acquired, a payment of Ḥuqúq falleth due","Question: Concerning the basic sum on which Ḥuqúqu’lláh is payable.
Answer: The basic sum on which Ḥuqúqu’lláh is payable is nineteen mithqáls of gold. In other words, when money to the value of this sum hath been acquired, a payment of Ḥuqúq falleth due. Likewise Ḥuqúq is payable when the value, not the number, of other forms of property reacheth the prescribed amount. Ḥuqúqu’lláh is payable no more than once. A person, for instance, who acquireth a thousand mithqáls of gold, and payeth the Ḥuqúq, is not liable to make a further such payment on this sum, but only on what accrueth to it through commerce, business and the like. When this increase, namely the profit realized, reacheth the prescribed sum, one must carry out what God hath decreed. Only when the principal changeth hands is it once more subject to payment of Ḥuqúq, as it was the first time. The Primal Point hath directed that Ḥuqúqu’lláh must be paid on the value of whatsoever one possesseth; yet, in this Most Mighty Dispensation, We have exempted the household furnishings, that is such furnishings as are needed, and the residence itself.",Q8,kitab-i-aqdas-q-and-a
30," Likewise Ḥuqúq is payable when the value, not the number, of other forms of property reacheth the prescribed amount","Question: Concerning the basic sum on which Ḥuqúqu’lláh is payable.
Answer: The basic sum on which Ḥuqúqu’lláh is payable is nineteen mithqáls of gold. In other words, when money to the value of this sum hath been acquired, a payment of Ḥuqúq falleth due. Likewise Ḥuqúq is payable when the value, not the number, of other forms of property reacheth the prescribed amount. Ḥuqúqu’lláh is payable no more than once. A person, for instance, who acquireth a thousand mithqáls of gold, and payeth the Ḥuqúq, is not liable to make a further such payment on this sum, but only on what accrueth to it through commerce, business and the like. When this increase, namely the profit realized, reacheth the prescribed sum, one must carry out what God hath decreed. Only when the principal changeth hands is it once more subject to payment of Ḥuqúq, as it was the first time. The Primal Point hath directed that Ḥuqúqu’lláh must be paid on the value of whatsoever one possesseth; yet, in this Most Mighty Dispensation, We have exempted the household furnishings, that is such furnishings as are needed, and the residence itself.",Q8,kitab-i-aqdas-q-and-a
31, Ḥuqúqu’lláh is payable no more than once,"Question: Concerning the basic sum on which Ḥuqúqu’lláh is payable.
Answer: The basic sum on which Ḥuqúqu’lláh is payable is nineteen mithqáls of gold. In other words, when money to the value of this sum hath been acquired, a payment of Ḥuqúq falleth due. Likewise Ḥuqúq is payable when the value, not the number, of other forms of property reacheth the prescribed amount. Ḥuqúqu’lláh is payable no more than once. A person, for instance, who acquireth a thousand mithqáls of gold, and payeth the Ḥuqúq, is not liable to make a further such payment on this sum, but only on what accrueth to it through commerce, business and the like. When this increase, namely the profit realized, reacheth the prescribed sum, one must carry out what God hath decreed. Only when the principal changeth hands is it once more subject to payment of Ḥuqúq, as it was the first time. The Primal Point hath directed that Ḥuqúqu’lláh must be paid on the value of whatsoever one possesseth; yet, in this Most Mighty Dispensation, We have exempted the household furnishings, that is such furnishings as are needed, and the residence itself.",Q8,kitab-i-aqdas-q-and-a
32," A person, for instance, who acquireth a thousand mithqáls of gold, and payeth the Ḥuqúq, is not liable to make a further such payment on this sum, but only on what accrueth to it through commerce, business and the like","Question: Concerning the basic sum on which Ḥuqúqu’lláh is payable.
Answer: The basic sum on which Ḥuqúqu’lláh is payable is nineteen mithqáls of gold. In other words, when money to the value of this sum hath been acquired, a payment of Ḥuqúq falleth due. Likewise Ḥuqúq is payable when the value, not the number, of other forms of property reacheth the prescribed amount. Ḥuqúqu’lláh is payable no more than once. A person, for instance, who acquireth a thousand mithqáls of gold, and payeth the Ḥuqúq, is not liable to make a further such payment on this sum, but only on what accrueth to it through commerce, business and the like. When this increase, namely the profit realized, reacheth the prescribed sum, one must carry out what God hath decreed. Only when the principal changeth hands is it once more subject to payment of Ḥuqúq, as it was the first time. The Primal Point hath directed that Ḥuqúqu’lláh must be paid on the value of whatsoever one possesseth; yet, in this Most Mighty Dispensation, We have exempted the household furnishings, that is such furnishings as are needed, and the residence itself.",Q8,kitab-i-aqdas-q-and-a
33," When this increase, namely the profit realized, reacheth the prescribed sum, one must carry out what God hath decreed","Question: Concerning the basic sum on which Ḥuqúqu’lláh is payable.
Answer: The basic sum on which Ḥuqúqu’lláh is payable is nineteen mithqáls of gold. In other words, when money to the value of this sum hath been acquired, a payment of Ḥuqúq falleth due. Likewise Ḥuqúq is payable when the value, not the number, of other forms of property reacheth the prescribed amount. Ḥuqúqu’lláh is payable no more than once. A person, for instance, who acquireth a thousand mithqáls of gold, and payeth the Ḥuqúq, is not liable to make a further such payment on this sum, but only on what accrueth to it through commerce, business and the like. When this increase, namely the profit realized, reacheth the prescribed sum, one must carry out what God hath decreed. Only when the principal changeth hands is it once more subject to payment of Ḥuqúq, as it was the first time. The Primal Point hath directed that Ḥuqúqu’lláh must be paid on the value of whatsoever one possesseth; yet, in this Most Mighty Dispensation, We have exempted the household furnishings, that is such furnishings as are needed, and the residence itself.",Q8,kitab-i-aqdas-q-and-a
34," Only when the principal changeth hands is it once more subject to payment of Ḥuqúq, as it was the first time","Question: Concerning the basic sum on which Ḥuqúqu’lláh is payable.
Answer: The basic sum on which Ḥuqúqu’lláh is payable is nineteen mithqáls of gold. In other words, when money to the value of this sum hath been acquired, a payment of Ḥuqúq falleth due. Likewise Ḥuqúq is payable when the value, not the number, of other forms of property reacheth the prescribed amount. Ḥuqúqu’lláh is payable no more than once. A person, for instance, who acquireth a thousand mithqáls of gold, and payeth the Ḥuqúq, is not liable to make a further such payment on this sum, but only on what accrueth to it through commerce, business and the like. When this increase, namely the profit realized, reacheth the prescribed sum, one must carry out what God hath decreed. Only when the principal changeth hands is it once more subject to payment of Ḥuqúq, as it was the first time. The Primal Point hath directed that Ḥuqúqu’lláh must be paid on the value of whatsoever one possesseth; yet, in this Most Mighty Dispensation, We have exempted the household furnishings, that is such furnishings as are needed, and the residence itself.",Q8,kitab-i-aqdas-q-and-a
35," The Primal Point hath directed that Ḥuqúqu’lláh must be paid on the value of whatsoever one possesseth; yet, in this Most Mighty Dispensation, We have exempted the household furnishings, that is such furnishings as are needed, and the residence itself","Question: Concerning the basic sum on which Ḥuqúqu’lláh is payable.
Answer: The basic sum on which Ḥuqúqu’lláh is payable is nineteen mithqáls of gold. In other words, when money to the value of this sum hath been acquired, a payment of Ḥuqúq falleth due. Likewise Ḥuqúq is payable when the value, not the number, of other forms of property reacheth the prescribed amount. Ḥuqúqu’lláh is payable no more than once. A person, for instance, who acquireth a thousand mithqáls of gold, and payeth the Ḥuqúq, is not liable to make a further such payment on this sum, but only on what accrueth to it through commerce, business and the like. When this increase, namely the profit realized, reacheth the prescribed sum, one must carry out what God hath decreed. Only when the principal changeth hands is it once more subject to payment of Ḥuqúq, as it was the first time. The Primal Point hath directed that Ḥuqúqu’lláh must be paid on the value of whatsoever one possesseth; yet, in this Most Mighty Dispensation, We have exempted the household furnishings, that is such furnishings as are needed, and the residence itself.",Q8,kitab-i-aqdas-q-and-a
36,"Question: Which is to take precedence: the Ḥuqúqu’lláh, the debts of the deceased or the cost of the funeral and burial?
Answer: The funeral and burial take precedence, then settlement of debts, then payment of Ḥuqúqu’lláh","Question: Which is to take precedence: the Ḥuqúqu’lláh, the debts of the deceased or the cost of the funeral and burial?
Answer: The funeral and burial take precedence, then settlement of debts, then payment of Ḥuqúqu’lláh. Should the property of the deceased prove insufficient to cover his debts, the remainder of his estate should be distributed among these debts in proportion to their size.",Q9,kitab-i-aqdas-q-and-a
37," Should the property of the deceased prove insufficient to cover his debts, the remainder of his estate should be distributed among these debts in proportion to their size","Question: Which is to take precedence: the Ḥuqúqu’lláh, the debts of the deceased or the cost of the funeral and burial?
Answer: The funeral and burial take precedence, then settlement of debts, then payment of Ḥuqúqu’lláh. Should the property of the deceased prove insufficient to cover his debts, the remainder of his estate should be distributed among these debts in proportion to their size.",Q9,kitab-i-aqdas-q-and-a
