,Sentence,Text,Section,Book
10,"Therefore Bahá’u’lláh, fifty years ago, expounded this question of universal peace at a time when He was confined in the fortress of ‘Akká and was wronged and imprisoned","Therefore Bahá’u’lláh, fifty years ago, expounded this question of universal peace at a time when He was confined in the fortress of ‘Akká and was wronged and imprisoned. He wrote about this important matter of universal peace to all the great sovereigns of the world, and established it among His friends in the Orient. The horizon of the East was in utter darkness, nations displayed the utmost hatred and enmity towards each other, religions thirsted for each other’s blood, and it was darkness upon darkness. At such a time Bahá’u’lláh shone forth like the sun from the horizon of the east and illumined Persia with the lights of these teachings.",T1P4,‘Abdu’l‑Bahá’s Tablets to The Hague | Tablet 1
11," He wrote about this important matter of universal peace to all the great sovereigns of the world, and established it among His friends in the Orient","Therefore Bahá’u’lláh, fifty years ago, expounded this question of universal peace at a time when He was confined in the fortress of ‘Akká and was wronged and imprisoned. He wrote about this important matter of universal peace to all the great sovereigns of the world, and established it among His friends in the Orient. The horizon of the East was in utter darkness, nations displayed the utmost hatred and enmity towards each other, religions thirsted for each other’s blood, and it was darkness upon darkness. At such a time Bahá’u’lláh shone forth like the sun from the horizon of the east and illumined Persia with the lights of these teachings.",T1P4,‘Abdu’l‑Bahá’s Tablets to The Hague | Tablet 1
12," The horizon of the East was in utter darkness, nations displayed the utmost hatred and enmity towards each other, religions thirsted for each other’s blood, and it was darkness upon darkness","Therefore Bahá’u’lláh, fifty years ago, expounded this question of universal peace at a time when He was confined in the fortress of ‘Akká and was wronged and imprisoned. He wrote about this important matter of universal peace to all the great sovereigns of the world, and established it among His friends in the Orient. The horizon of the East was in utter darkness, nations displayed the utmost hatred and enmity towards each other, religions thirsted for each other’s blood, and it was darkness upon darkness. At such a time Bahá’u’lláh shone forth like the sun from the horizon of the east and illumined Persia with the lights of these teachings.",T1P4,‘Abdu’l‑Bahá’s Tablets to The Hague | Tablet 1
13, At such a time Bahá’u’lláh shone forth like the sun from the horizon of the east and illumined Persia with the lights of these teachings,"Therefore Bahá’u’lláh, fifty years ago, expounded this question of universal peace at a time when He was confined in the fortress of ‘Akká and was wronged and imprisoned. He wrote about this important matter of universal peace to all the great sovereigns of the world, and established it among His friends in the Orient. The horizon of the East was in utter darkness, nations displayed the utmost hatred and enmity towards each other, religions thirsted for each other’s blood, and it was darkness upon darkness. At such a time Bahá’u’lláh shone forth like the sun from the horizon of the east and illumined Persia with the lights of these teachings.",T1P4,‘Abdu’l‑Bahá’s Tablets to The Hague | Tablet 1
14,Among His teachings was the declaration of universal peace,"Among His teachings was the declaration of universal peace. People of different nations, religions and sects who followed Him came together to such an extent that remarkable gatherings were instituted consisting of the various nations and religions of the East. Every soul who entered these gatherings saw but one nation, one teaching, one pathway, one order, for the teachings of Bahá’u’lláh were not limited to the establishment of universal peace. They embraced many teachings which supplemented and supported that of universal peace.",T1P5,‘Abdu’l‑Bahá’s Tablets to The Hague | Tablet 1
15," People of different nations, religions and sects who followed Him came together to such an extent that remarkable gatherings were instituted consisting of the various nations and religions of the East","Among His teachings was the declaration of universal peace. People of different nations, religions and sects who followed Him came together to such an extent that remarkable gatherings were instituted consisting of the various nations and religions of the East. Every soul who entered these gatherings saw but one nation, one teaching, one pathway, one order, for the teachings of Bahá’u’lláh were not limited to the establishment of universal peace. They embraced many teachings which supplemented and supported that of universal peace.",T1P5,‘Abdu’l‑Bahá’s Tablets to The Hague | Tablet 1
16," Every soul who entered these gatherings saw but one nation, one teaching, one pathway, one order, for the teachings of Bahá’u’lláh were not limited to the establishment of universal peace","Among His teachings was the declaration of universal peace. People of different nations, religions and sects who followed Him came together to such an extent that remarkable gatherings were instituted consisting of the various nations and religions of the East. Every soul who entered these gatherings saw but one nation, one teaching, one pathway, one order, for the teachings of Bahá’u’lláh were not limited to the establishment of universal peace. They embraced many teachings which supplemented and supported that of universal peace.",T1P5,‘Abdu’l‑Bahá’s Tablets to The Hague | Tablet 1
17, They embraced many teachings which supplemented and supported that of universal peace,"Among His teachings was the declaration of universal peace. People of different nations, religions and sects who followed Him came together to such an extent that remarkable gatherings were instituted consisting of the various nations and religions of the East. Every soul who entered these gatherings saw but one nation, one teaching, one pathway, one order, for the teachings of Bahá’u’lláh were not limited to the establishment of universal peace. They embraced many teachings which supplemented and supported that of universal peace.",T1P5,‘Abdu’l‑Bahá’s Tablets to The Hague | Tablet 1
18,Among these teachings was the independent investigation of reality so that the world of humanity may be saved from the darkness of imitation and attain to the truth; may tear off and cast away this ragged and outgrown garment of a thousand years ago and may put on the robe woven in the utmost purity and holiness in the loom of reality,"Among these teachings was the independent investigation of reality so that the world of humanity may be saved from the darkness of imitation and attain to the truth; may tear off and cast away this ragged and outgrown garment of a thousand years ago and may put on the robe woven in the utmost purity and holiness in the loom of reality. As reality is one and cannot admit of multiplicity, therefore different opinions must ultimately become fused into one.",T1P6,‘Abdu’l‑Bahá’s Tablets to The Hague | Tablet 1
19," As reality is one and cannot admit of multiplicity, therefore different opinions must ultimately become fused into one","Among these teachings was the independent investigation of reality so that the world of humanity may be saved from the darkness of imitation and attain to the truth; may tear off and cast away this ragged and outgrown garment of a thousand years ago and may put on the robe woven in the utmost purity and holiness in the loom of reality. As reality is one and cannot admit of multiplicity, therefore different opinions must ultimately become fused into one.",T1P6,‘Abdu’l‑Bahá’s Tablets to The Hague | Tablet 1
20,And among the teachings of Bahá’u’lláh is the oneness of the world of humanity; that all human beings are the sheep of God and He is the kind Shepherd,"And among the teachings of Bahá’u’lláh is the oneness of the world of humanity; that all human beings are the sheep of God and He is the kind Shepherd. This Shepherd is kind to all the sheep, because He created them all, trained them, provided for them and protected them. There is no doubt that the Shepherd is kind to all the sheep and should there be among these sheep ignorant ones, they must be educated; if there be children, they must be trained until they reach maturity; if there be sick ones, they must be cured. There must be no hatred and enmity, for as by a kind physician these ignorant, sick ones should be treated.",T1P7,‘Abdu’l‑Bahá’s Tablets to The Hague | Tablet 1
21," This Shepherd is kind to all the sheep, because He created them all, trained them, provided for them and protected them","And among the teachings of Bahá’u’lláh is the oneness of the world of humanity; that all human beings are the sheep of God and He is the kind Shepherd. This Shepherd is kind to all the sheep, because He created them all, trained them, provided for them and protected them. There is no doubt that the Shepherd is kind to all the sheep and should there be among these sheep ignorant ones, they must be educated; if there be children, they must be trained until they reach maturity; if there be sick ones, they must be cured. There must be no hatred and enmity, for as by a kind physician these ignorant, sick ones should be treated.",T1P7,‘Abdu’l‑Bahá’s Tablets to The Hague | Tablet 1
22," There is no doubt that the Shepherd is kind to all the sheep and should there be among these sheep ignorant ones, they must be educated; if there be children, they must be trained until they reach maturity; if there be sick ones, they must be cured","And among the teachings of Bahá’u’lláh is the oneness of the world of humanity; that all human beings are the sheep of God and He is the kind Shepherd. This Shepherd is kind to all the sheep, because He created them all, trained them, provided for them and protected them. There is no doubt that the Shepherd is kind to all the sheep and should there be among these sheep ignorant ones, they must be educated; if there be children, they must be trained until they reach maturity; if there be sick ones, they must be cured. There must be no hatred and enmity, for as by a kind physician these ignorant, sick ones should be treated.",T1P7,‘Abdu’l‑Bahá’s Tablets to The Hague | Tablet 1
23," There must be no hatred and enmity, for as by a kind physician these ignorant, sick ones should be treated","And among the teachings of Bahá’u’lláh is the oneness of the world of humanity; that all human beings are the sheep of God and He is the kind Shepherd. This Shepherd is kind to all the sheep, because He created them all, trained them, provided for them and protected them. There is no doubt that the Shepherd is kind to all the sheep and should there be among these sheep ignorant ones, they must be educated; if there be children, they must be trained until they reach maturity; if there be sick ones, they must be cured. There must be no hatred and enmity, for as by a kind physician these ignorant, sick ones should be treated.",T1P7,‘Abdu’l‑Bahá’s Tablets to The Hague | Tablet 1
24,And among the teachings of Bahá’u’lláh is that religion must be the cause of fellowship and love,"And among the teachings of Bahá’u’lláh is that religion must be the cause of fellowship and love. If it becomes the cause of estrangement then it is not needed, for religion is like a remedy; if it aggravates the disease then it becomes unnecessary.",T1P8,‘Abdu’l‑Bahá’s Tablets to The Hague | Tablet 1
25," If it becomes the cause of estrangement then it is not needed, for religion is like a remedy; if it aggravates the disease then it becomes unnecessary","And among the teachings of Bahá’u’lláh is that religion must be the cause of fellowship and love. If it becomes the cause of estrangement then it is not needed, for religion is like a remedy; if it aggravates the disease then it becomes unnecessary.",T1P8,‘Abdu’l‑Bahá’s Tablets to The Hague | Tablet 1
26,"And among the teachings of Bahá’u’lláh is that religion must be in conformity with science and reason, so that it may influence the hearts of men","And among the teachings of Bahá’u’lláh is that religion must be in conformity with science and reason, so that it may influence the hearts of men. The foundation must be solid and must not consist of imitations.",T1P9,‘Abdu’l‑Bahá’s Tablets to The Hague | Tablet 1
27, The foundation must be solid and must not consist of imitations,"And among the teachings of Bahá’u’lláh is that religion must be in conformity with science and reason, so that it may influence the hearts of men. The foundation must be solid and must not consist of imitations.",T1P9,‘Abdu’l‑Bahá’s Tablets to The Hague | Tablet 1
28,"And among the teachings of Bahá’u’lláh is that religious, racial, political, economic and patriotic prejudices destroy the edifice of humanity","And among the teachings of Bahá’u’lláh is that religious, racial, political, economic and patriotic prejudices destroy the edifice of humanity. As long as these prejudices prevail, the world of humanity will not have rest. For a period of 6,000 years history informs us about the world of humanity. During these 6,000 years the world of humanity has not been free from war, strife, murder and bloodthirstiness. In every period war has been waged in one country or another and that war was due to either religious prejudice, racial prejudice, political prejudice or patriotic prejudice. It has therefore been ascertained and proved that all prejudices are destructive of the human edifice. As long as these prejudices persist, the struggle for existence must remain dominant, and bloodthirstiness and rapacity continue. Therefore, even as was the case in the past, the world of humanity cannot be saved from the darkness of nature and cannot attain illumination except through the abandonment of prejudices and the acquisition of the morals of the Kingdom.",T1P10,‘Abdu’l‑Bahá’s Tablets to The Hague | Tablet 1
29," As long as these prejudices prevail, the world of humanity will not have rest","And among the teachings of Bahá’u’lláh is that religious, racial, political, economic and patriotic prejudices destroy the edifice of humanity. As long as these prejudices prevail, the world of humanity will not have rest. For a period of 6,000 years history informs us about the world of humanity. During these 6,000 years the world of humanity has not been free from war, strife, murder and bloodthirstiness. In every period war has been waged in one country or another and that war was due to either religious prejudice, racial prejudice, political prejudice or patriotic prejudice. It has therefore been ascertained and proved that all prejudices are destructive of the human edifice. As long as these prejudices persist, the struggle for existence must remain dominant, and bloodthirstiness and rapacity continue. Therefore, even as was the case in the past, the world of humanity cannot be saved from the darkness of nature and cannot attain illumination except through the abandonment of prejudices and the acquisition of the morals of the Kingdom.",T1P10,‘Abdu’l‑Bahá’s Tablets to The Hague | Tablet 1
30," For a period of 6,000 years history informs us about the world of humanity","And among the teachings of Bahá’u’lláh is that religious, racial, political, economic and patriotic prejudices destroy the edifice of humanity. As long as these prejudices prevail, the world of humanity will not have rest. For a period of 6,000 years history informs us about the world of humanity. During these 6,000 years the world of humanity has not been free from war, strife, murder and bloodthirstiness. In every period war has been waged in one country or another and that war was due to either religious prejudice, racial prejudice, political prejudice or patriotic prejudice. It has therefore been ascertained and proved that all prejudices are destructive of the human edifice. As long as these prejudices persist, the struggle for existence must remain dominant, and bloodthirstiness and rapacity continue. Therefore, even as was the case in the past, the world of humanity cannot be saved from the darkness of nature and cannot attain illumination except through the abandonment of prejudices and the acquisition of the morals of the Kingdom.",T1P10,‘Abdu’l‑Bahá’s Tablets to The Hague | Tablet 1
31," During these 6,000 years the world of humanity has not been free from war, strife, murder and bloodthirstiness","And among the teachings of Bahá’u’lláh is that religious, racial, political, economic and patriotic prejudices destroy the edifice of humanity. As long as these prejudices prevail, the world of humanity will not have rest. For a period of 6,000 years history informs us about the world of humanity. During these 6,000 years the world of humanity has not been free from war, strife, murder and bloodthirstiness. In every period war has been waged in one country or another and that war was due to either religious prejudice, racial prejudice, political prejudice or patriotic prejudice. It has therefore been ascertained and proved that all prejudices are destructive of the human edifice. As long as these prejudices persist, the struggle for existence must remain dominant, and bloodthirstiness and rapacity continue. Therefore, even as was the case in the past, the world of humanity cannot be saved from the darkness of nature and cannot attain illumination except through the abandonment of prejudices and the acquisition of the morals of the Kingdom.",T1P10,‘Abdu’l‑Bahá’s Tablets to The Hague | Tablet 1
32," In every period war has been waged in one country or another and that war was due to either religious prejudice, racial prejudice, political prejudice or patriotic prejudice","And among the teachings of Bahá’u’lláh is that religious, racial, political, economic and patriotic prejudices destroy the edifice of humanity. As long as these prejudices prevail, the world of humanity will not have rest. For a period of 6,000 years history informs us about the world of humanity. During these 6,000 years the world of humanity has not been free from war, strife, murder and bloodthirstiness. In every period war has been waged in one country or another and that war was due to either religious prejudice, racial prejudice, political prejudice or patriotic prejudice. It has therefore been ascertained and proved that all prejudices are destructive of the human edifice. As long as these prejudices persist, the struggle for existence must remain dominant, and bloodthirstiness and rapacity continue. Therefore, even as was the case in the past, the world of humanity cannot be saved from the darkness of nature and cannot attain illumination except through the abandonment of prejudices and the acquisition of the morals of the Kingdom.",T1P10,‘Abdu’l‑Bahá’s Tablets to The Hague | Tablet 1
33, It has therefore been ascertained and proved that all prejudices are destructive of the human edifice,"And among the teachings of Bahá’u’lláh is that religious, racial, political, economic and patriotic prejudices destroy the edifice of humanity. As long as these prejudices prevail, the world of humanity will not have rest. For a period of 6,000 years history informs us about the world of humanity. During these 6,000 years the world of humanity has not been free from war, strife, murder and bloodthirstiness. In every period war has been waged in one country or another and that war was due to either religious prejudice, racial prejudice, political prejudice or patriotic prejudice. It has therefore been ascertained and proved that all prejudices are destructive of the human edifice. As long as these prejudices persist, the struggle for existence must remain dominant, and bloodthirstiness and rapacity continue. Therefore, even as was the case in the past, the world of humanity cannot be saved from the darkness of nature and cannot attain illumination except through the abandonment of prejudices and the acquisition of the morals of the Kingdom.",T1P10,‘Abdu’l‑Bahá’s Tablets to The Hague | Tablet 1
34," As long as these prejudices persist, the struggle for existence must remain dominant, and bloodthirstiness and rapacity continue","And among the teachings of Bahá’u’lláh is that religious, racial, political, economic and patriotic prejudices destroy the edifice of humanity. As long as these prejudices prevail, the world of humanity will not have rest. For a period of 6,000 years history informs us about the world of humanity. During these 6,000 years the world of humanity has not been free from war, strife, murder and bloodthirstiness. In every period war has been waged in one country or another and that war was due to either religious prejudice, racial prejudice, political prejudice or patriotic prejudice. It has therefore been ascertained and proved that all prejudices are destructive of the human edifice. As long as these prejudices persist, the struggle for existence must remain dominant, and bloodthirstiness and rapacity continue. Therefore, even as was the case in the past, the world of humanity cannot be saved from the darkness of nature and cannot attain illumination except through the abandonment of prejudices and the acquisition of the morals of the Kingdom.",T1P10,‘Abdu’l‑Bahá’s Tablets to The Hague | Tablet 1
35," Therefore, even as was the case in the past, the world of humanity cannot be saved from the darkness of nature and cannot attain illumination except through the abandonment of prejudices and the acquisition of the morals of the Kingdom","And among the teachings of Bahá’u’lláh is that religious, racial, political, economic and patriotic prejudices destroy the edifice of humanity. As long as these prejudices prevail, the world of humanity will not have rest. For a period of 6,000 years history informs us about the world of humanity. During these 6,000 years the world of humanity has not been free from war, strife, murder and bloodthirstiness. In every period war has been waged in one country or another and that war was due to either religious prejudice, racial prejudice, political prejudice or patriotic prejudice. It has therefore been ascertained and proved that all prejudices are destructive of the human edifice. As long as these prejudices persist, the struggle for existence must remain dominant, and bloodthirstiness and rapacity continue. Therefore, even as was the case in the past, the world of humanity cannot be saved from the darkness of nature and cannot attain illumination except through the abandonment of prejudices and the acquisition of the morals of the Kingdom.",T1P10,‘Abdu’l‑Bahá’s Tablets to The Hague | Tablet 1
36,"If this prejudice and enmity are on account of religion consider that religion should be the cause of fellowship, otherwise it is fruitless","If this prejudice and enmity are on account of religion consider that religion should be the cause of fellowship, otherwise it is fruitless. And if this prejudice be the prejudice of nationality consider that all mankind are of one nation; all have sprung from the tree of Adam, and Adam is the root of the tree. That tree is one and all these nations are like branches, while the individuals of humanity are like leaves, blossoms and fruits thereof. Then the establishment of various nations and the consequent shedding of blood and destruction of the edifice of humanity result from human ignorance and selfish motives.",T1P11,‘Abdu’l‑Bahá’s Tablets to The Hague | Tablet 1
37," And if this prejudice be the prejudice of nationality consider that all mankind are of one nation; all have sprung from the tree of Adam, and Adam is the root of the tree","If this prejudice and enmity are on account of religion consider that religion should be the cause of fellowship, otherwise it is fruitless. And if this prejudice be the prejudice of nationality consider that all mankind are of one nation; all have sprung from the tree of Adam, and Adam is the root of the tree. That tree is one and all these nations are like branches, while the individuals of humanity are like leaves, blossoms and fruits thereof. Then the establishment of various nations and the consequent shedding of blood and destruction of the edifice of humanity result from human ignorance and selfish motives.",T1P11,‘Abdu’l‑Bahá’s Tablets to The Hague | Tablet 1
38," That tree is one and all these nations are like branches, while the individuals of humanity are like leaves, blossoms and fruits thereof","If this prejudice and enmity are on account of religion consider that religion should be the cause of fellowship, otherwise it is fruitless. And if this prejudice be the prejudice of nationality consider that all mankind are of one nation; all have sprung from the tree of Adam, and Adam is the root of the tree. That tree is one and all these nations are like branches, while the individuals of humanity are like leaves, blossoms and fruits thereof. Then the establishment of various nations and the consequent shedding of blood and destruction of the edifice of humanity result from human ignorance and selfish motives.",T1P11,‘Abdu’l‑Bahá’s Tablets to The Hague | Tablet 1
39, Then the establishment of various nations and the consequent shedding of blood and destruction of the edifice of humanity result from human ignorance and selfish motives,"If this prejudice and enmity are on account of religion consider that religion should be the cause of fellowship, otherwise it is fruitless. And if this prejudice be the prejudice of nationality consider that all mankind are of one nation; all have sprung from the tree of Adam, and Adam is the root of the tree. That tree is one and all these nations are like branches, while the individuals of humanity are like leaves, blossoms and fruits thereof. Then the establishment of various nations and the consequent shedding of blood and destruction of the edifice of humanity result from human ignorance and selfish motives.",T1P11,‘Abdu’l‑Bahá’s Tablets to The Hague | Tablet 1
40,"As to the patriotic prejudice, this is also due to absolute ignorance, for the surface of the earth is one native land","As to the patriotic prejudice, this is also due to absolute ignorance, for the surface of the earth is one native land. Every one can live in any spot on the terrestrial globe. Therefore all the world is man’s birthplace. These boundaries and outlets have been devised by man. In the creation, such boundaries and outlets were not assigned. Europe is one continent, Asia is one continent, Africa is one continent, Australia is one continent, but some of the souls, from personal motives and selfish interests, have divided each one of these continents and considered a certain part as their own country. God has set up no frontier between France and Germany; they are continuous. Yet, in the first centuries, selfish souls, for the promotion of their own interests, have assigned boundaries and outlets and have, day by day, attached more importance to these, until this led to intense enmity, bloodshed and rapacity in subsequent centuries. In the same way this will continue indefinitely, and if this conception of patriotism remains limited within a certain circle, it will be the primary cause of the world’s destruction. No wise and just person will acknowledge these imaginary distinctions. Every limited area which we call our native country we regard as our motherland, whereas the terrestrial globe is the motherland of all, and not any restricted area. In short, for a few days we live on this earth and eventually we are buried in it, it is our eternal tomb. Is it worth while that we should engage in bloodshed and tear one another to pieces for this eternal tomb? Nay, far from it, neither is God pleased with such conduct nor would any sane man approve of it.",T1P12,‘Abdu’l‑Bahá’s Tablets to The Hague | Tablet 1
41, Every one can live in any spot on the terrestrial globe,"As to the patriotic prejudice, this is also due to absolute ignorance, for the surface of the earth is one native land. Every one can live in any spot on the terrestrial globe. Therefore all the world is man’s birthplace. These boundaries and outlets have been devised by man. In the creation, such boundaries and outlets were not assigned. Europe is one continent, Asia is one continent, Africa is one continent, Australia is one continent, but some of the souls, from personal motives and selfish interests, have divided each one of these continents and considered a certain part as their own country. God has set up no frontier between France and Germany; they are continuous. Yet, in the first centuries, selfish souls, for the promotion of their own interests, have assigned boundaries and outlets and have, day by day, attached more importance to these, until this led to intense enmity, bloodshed and rapacity in subsequent centuries. In the same way this will continue indefinitely, and if this conception of patriotism remains limited within a certain circle, it will be the primary cause of the world’s destruction. No wise and just person will acknowledge these imaginary distinctions. Every limited area which we call our native country we regard as our motherland, whereas the terrestrial globe is the motherland of all, and not any restricted area. In short, for a few days we live on this earth and eventually we are buried in it, it is our eternal tomb. Is it worth while that we should engage in bloodshed and tear one another to pieces for this eternal tomb? Nay, far from it, neither is God pleased with such conduct nor would any sane man approve of it.",T1P12,‘Abdu’l‑Bahá’s Tablets to The Hague | Tablet 1
42, Therefore all the world is man’s birthplace,"As to the patriotic prejudice, this is also due to absolute ignorance, for the surface of the earth is one native land. Every one can live in any spot on the terrestrial globe. Therefore all the world is man’s birthplace. These boundaries and outlets have been devised by man. In the creation, such boundaries and outlets were not assigned. Europe is one continent, Asia is one continent, Africa is one continent, Australia is one continent, but some of the souls, from personal motives and selfish interests, have divided each one of these continents and considered a certain part as their own country. God has set up no frontier between France and Germany; they are continuous. Yet, in the first centuries, selfish souls, for the promotion of their own interests, have assigned boundaries and outlets and have, day by day, attached more importance to these, until this led to intense enmity, bloodshed and rapacity in subsequent centuries. In the same way this will continue indefinitely, and if this conception of patriotism remains limited within a certain circle, it will be the primary cause of the world’s destruction. No wise and just person will acknowledge these imaginary distinctions. Every limited area which we call our native country we regard as our motherland, whereas the terrestrial globe is the motherland of all, and not any restricted area. In short, for a few days we live on this earth and eventually we are buried in it, it is our eternal tomb. Is it worth while that we should engage in bloodshed and tear one another to pieces for this eternal tomb? Nay, far from it, neither is God pleased with such conduct nor would any sane man approve of it.",T1P12,‘Abdu’l‑Bahá’s Tablets to The Hague | Tablet 1
43, These boundaries and outlets have been devised by man,"As to the patriotic prejudice, this is also due to absolute ignorance, for the surface of the earth is one native land. Every one can live in any spot on the terrestrial globe. Therefore all the world is man’s birthplace. These boundaries and outlets have been devised by man. In the creation, such boundaries and outlets were not assigned. Europe is one continent, Asia is one continent, Africa is one continent, Australia is one continent, but some of the souls, from personal motives and selfish interests, have divided each one of these continents and considered a certain part as their own country. God has set up no frontier between France and Germany; they are continuous. Yet, in the first centuries, selfish souls, for the promotion of their own interests, have assigned boundaries and outlets and have, day by day, attached more importance to these, until this led to intense enmity, bloodshed and rapacity in subsequent centuries. In the same way this will continue indefinitely, and if this conception of patriotism remains limited within a certain circle, it will be the primary cause of the world’s destruction. No wise and just person will acknowledge these imaginary distinctions. Every limited area which we call our native country we regard as our motherland, whereas the terrestrial globe is the motherland of all, and not any restricted area. In short, for a few days we live on this earth and eventually we are buried in it, it is our eternal tomb. Is it worth while that we should engage in bloodshed and tear one another to pieces for this eternal tomb? Nay, far from it, neither is God pleased with such conduct nor would any sane man approve of it.",T1P12,‘Abdu’l‑Bahá’s Tablets to The Hague | Tablet 1
