,Sentence,Text,Section,Book
15,"Verily, we have believed in Thee and in Thy signs ere the dawn of Thy Manifestation, and in Thee are we all well assured","Verily, we have believed in Thee and in Thy signs ere the dawn of Thy Manifestation, and in Thee are we all well assured. Verily, we have believed in Thee and in Thy signs after the fulfillment of Thy Manifestation, and in Thee do we all believe. Verily, we have believed in Thee and in Thy signs at the hour of Thy Manifestation and bear witness that through Thine injunction “Be Thou” all things have been created.",P8,Selections from the Writings of the Báb -  1 Tablets and Addresses A Tablet Addressed to “Him Who Will Be Made Manifest” 
16," Verily, we have believed in Thee and in Thy signs after the fulfillment of Thy Manifestation, and in Thee do we all believe","Verily, we have believed in Thee and in Thy signs ere the dawn of Thy Manifestation, and in Thee are we all well assured. Verily, we have believed in Thee and in Thy signs after the fulfillment of Thy Manifestation, and in Thee do we all believe. Verily, we have believed in Thee and in Thy signs at the hour of Thy Manifestation and bear witness that through Thine injunction “Be Thou” all things have been created.",P8,Selections from the Writings of the Báb -  1 Tablets and Addresses A Tablet Addressed to “Him Who Will Be Made Manifest” 
17," Verily, we have believed in Thee and in Thy signs at the hour of Thy Manifestation and bear witness that through Thine injunction “Be Thou” all things have been created","Verily, we have believed in Thee and in Thy signs ere the dawn of Thy Manifestation, and in Thee are we all well assured. Verily, we have believed in Thee and in Thy signs after the fulfillment of Thy Manifestation, and in Thee do we all believe. Verily, we have believed in Thee and in Thy signs at the hour of Thy Manifestation and bear witness that through Thine injunction “Be Thou” all things have been created.",P8,Selections from the Writings of the Báb -  1 Tablets and Addresses A Tablet Addressed to “Him Who Will Be Made Manifest” 
18,"Every Manifestation is but a revelation of Thine Own Self, with each of Whom we have truly appeared and we bow down in adoration before Thee","Every Manifestation is but a revelation of Thine Own Self, with each of Whom we have truly appeared and we bow down in adoration before Thee. Thou hast been, O my Best-Beloved, and shalt ever be my witness throughout bygone times and in the days to come. Verily, Thou art the All-Powerful, the Ever-Faithful, the Omnipotent.",P9,Selections from the Writings of the Báb -  1 Tablets and Addresses A Tablet Addressed to “Him Who Will Be Made Manifest” 
19," Thou hast been, O my Best-Beloved, and shalt ever be my witness throughout bygone times and in the days to come","Every Manifestation is but a revelation of Thine Own Self, with each of Whom we have truly appeared and we bow down in adoration before Thee. Thou hast been, O my Best-Beloved, and shalt ever be my witness throughout bygone times and in the days to come. Verily, Thou art the All-Powerful, the Ever-Faithful, the Omnipotent.",P9,Selections from the Writings of the Báb -  1 Tablets and Addresses A Tablet Addressed to “Him Who Will Be Made Manifest” 
20," Verily, Thou art the All-Powerful, the Ever-Faithful, the Omnipotent","Every Manifestation is but a revelation of Thine Own Self, with each of Whom we have truly appeared and we bow down in adoration before Thee. Thou hast been, O my Best-Beloved, and shalt ever be my witness throughout bygone times and in the days to come. Verily, Thou art the All-Powerful, the Ever-Faithful, the Omnipotent.",P9,Selections from the Writings of the Báb -  1 Tablets and Addresses A Tablet Addressed to “Him Who Will Be Made Manifest” 
21,"I have testified to Thy oneness through Thine Own Self before the dwellers of the heavens and the earth, bearing witness that, verily, Thou art the All-Glorious, the Best-Beloved","I have testified to Thy oneness through Thine Own Self before the dwellers of the heavens and the earth, bearing witness that, verily, Thou art the All-Glorious, the Best-Beloved. I have attained the recognition of Thee through Thine Own Self before the dwellers of the heavens and the earth, bearing witness that Thou art in truth the Almighty, the All-Praised. I have glorified Thy Name through Thine Own Self before the dwellers of the heavens and the earth, bearing witness that Thou art indeed the Lord of power, He Who is the Most Manifest. I have exalted Thy holiness through Thine Own Self before the dwellers of the heavens and the earth, bearing witness that in truth Thou art the Most Sanctified, the Most Holy. I have praised Thy sanctity through Thine Own Self before the dwellers of the heavens and the earth, bearing witness that Thou art indeed the Indescribable, the Inaccessible, the Immeasurably Glorified. I have extolled Thine overpowering majesty through Thine Own Self before the dwellers of the heavens and the earth, bearing witness that, verily, Thou and Thou alone art the Lord of might, the Eternal One, the Ancient of Days.",P10,Selections from the Writings of the Báb -  1 Tablets and Addresses A Tablet Addressed to “Him Who Will Be Made Manifest” 
22," I have attained the recognition of Thee through Thine Own Self before the dwellers of the heavens and the earth, bearing witness that Thou art in truth the Almighty, the All-Praised","I have testified to Thy oneness through Thine Own Self before the dwellers of the heavens and the earth, bearing witness that, verily, Thou art the All-Glorious, the Best-Beloved. I have attained the recognition of Thee through Thine Own Self before the dwellers of the heavens and the earth, bearing witness that Thou art in truth the Almighty, the All-Praised. I have glorified Thy Name through Thine Own Self before the dwellers of the heavens and the earth, bearing witness that Thou art indeed the Lord of power, He Who is the Most Manifest. I have exalted Thy holiness through Thine Own Self before the dwellers of the heavens and the earth, bearing witness that in truth Thou art the Most Sanctified, the Most Holy. I have praised Thy sanctity through Thine Own Self before the dwellers of the heavens and the earth, bearing witness that Thou art indeed the Indescribable, the Inaccessible, the Immeasurably Glorified. I have extolled Thine overpowering majesty through Thine Own Self before the dwellers of the heavens and the earth, bearing witness that, verily, Thou and Thou alone art the Lord of might, the Eternal One, the Ancient of Days.",P10,Selections from the Writings of the Báb -  1 Tablets and Addresses A Tablet Addressed to “Him Who Will Be Made Manifest” 
23," I have glorified Thy Name through Thine Own Self before the dwellers of the heavens and the earth, bearing witness that Thou art indeed the Lord of power, He Who is the Most Manifest","I have testified to Thy oneness through Thine Own Self before the dwellers of the heavens and the earth, bearing witness that, verily, Thou art the All-Glorious, the Best-Beloved. I have attained the recognition of Thee through Thine Own Self before the dwellers of the heavens and the earth, bearing witness that Thou art in truth the Almighty, the All-Praised. I have glorified Thy Name through Thine Own Self before the dwellers of the heavens and the earth, bearing witness that Thou art indeed the Lord of power, He Who is the Most Manifest. I have exalted Thy holiness through Thine Own Self before the dwellers of the heavens and the earth, bearing witness that in truth Thou art the Most Sanctified, the Most Holy. I have praised Thy sanctity through Thine Own Self before the dwellers of the heavens and the earth, bearing witness that Thou art indeed the Indescribable, the Inaccessible, the Immeasurably Glorified. I have extolled Thine overpowering majesty through Thine Own Self before the dwellers of the heavens and the earth, bearing witness that, verily, Thou and Thou alone art the Lord of might, the Eternal One, the Ancient of Days.",P10,Selections from the Writings of the Báb -  1 Tablets and Addresses A Tablet Addressed to “Him Who Will Be Made Manifest” 
24," I have exalted Thy holiness through Thine Own Self before the dwellers of the heavens and the earth, bearing witness that in truth Thou art the Most Sanctified, the Most Holy","I have testified to Thy oneness through Thine Own Self before the dwellers of the heavens and the earth, bearing witness that, verily, Thou art the All-Glorious, the Best-Beloved. I have attained the recognition of Thee through Thine Own Self before the dwellers of the heavens and the earth, bearing witness that Thou art in truth the Almighty, the All-Praised. I have glorified Thy Name through Thine Own Self before the dwellers of the heavens and the earth, bearing witness that Thou art indeed the Lord of power, He Who is the Most Manifest. I have exalted Thy holiness through Thine Own Self before the dwellers of the heavens and the earth, bearing witness that in truth Thou art the Most Sanctified, the Most Holy. I have praised Thy sanctity through Thine Own Self before the dwellers of the heavens and the earth, bearing witness that Thou art indeed the Indescribable, the Inaccessible, the Immeasurably Glorified. I have extolled Thine overpowering majesty through Thine Own Self before the dwellers of the heavens and the earth, bearing witness that, verily, Thou and Thou alone art the Lord of might, the Eternal One, the Ancient of Days.",P10,Selections from the Writings of the Báb -  1 Tablets and Addresses A Tablet Addressed to “Him Who Will Be Made Manifest” 
25," I have praised Thy sanctity through Thine Own Self before the dwellers of the heavens and the earth, bearing witness that Thou art indeed the Indescribable, the Inaccessible, the Immeasurably Glorified","I have testified to Thy oneness through Thine Own Self before the dwellers of the heavens and the earth, bearing witness that, verily, Thou art the All-Glorious, the Best-Beloved. I have attained the recognition of Thee through Thine Own Self before the dwellers of the heavens and the earth, bearing witness that Thou art in truth the Almighty, the All-Praised. I have glorified Thy Name through Thine Own Self before the dwellers of the heavens and the earth, bearing witness that Thou art indeed the Lord of power, He Who is the Most Manifest. I have exalted Thy holiness through Thine Own Self before the dwellers of the heavens and the earth, bearing witness that in truth Thou art the Most Sanctified, the Most Holy. I have praised Thy sanctity through Thine Own Self before the dwellers of the heavens and the earth, bearing witness that Thou art indeed the Indescribable, the Inaccessible, the Immeasurably Glorified. I have extolled Thine overpowering majesty through Thine Own Self before the dwellers of the heavens and the earth, bearing witness that, verily, Thou and Thou alone art the Lord of might, the Eternal One, the Ancient of Days.",P10,Selections from the Writings of the Báb -  1 Tablets and Addresses A Tablet Addressed to “Him Who Will Be Made Manifest” 
26," I have extolled Thine overpowering majesty through Thine Own Self before the dwellers of the heavens and the earth, bearing witness that, verily, Thou and Thou alone art the Lord of might, the Eternal One, the Ancient of Days","I have testified to Thy oneness through Thine Own Self before the dwellers of the heavens and the earth, bearing witness that, verily, Thou art the All-Glorious, the Best-Beloved. I have attained the recognition of Thee through Thine Own Self before the dwellers of the heavens and the earth, bearing witness that Thou art in truth the Almighty, the All-Praised. I have glorified Thy Name through Thine Own Self before the dwellers of the heavens and the earth, bearing witness that Thou art indeed the Lord of power, He Who is the Most Manifest. I have exalted Thy holiness through Thine Own Self before the dwellers of the heavens and the earth, bearing witness that in truth Thou art the Most Sanctified, the Most Holy. I have praised Thy sanctity through Thine Own Self before the dwellers of the heavens and the earth, bearing witness that Thou art indeed the Indescribable, the Inaccessible, the Immeasurably Glorified. I have extolled Thine overpowering majesty through Thine Own Self before the dwellers of the heavens and the earth, bearing witness that, verily, Thou and Thou alone art the Lord of might, the Eternal One, the Ancient of Days.",P10,Selections from the Writings of the Báb -  1 Tablets and Addresses A Tablet Addressed to “Him Who Will Be Made Manifest” 
27,Hallowed and glorified art Thou; there is none other God but Thee and in truth unto Thee do we all return,Hallowed and glorified art Thou; there is none other God but Thee and in truth unto Thee do we all return.,P11,Selections from the Writings of the Báb -  1 Tablets and Addresses A Tablet Addressed to “Him Who Will Be Made Manifest” 
28,"As to those who have put the kindred of ‘Alí to death, erelong they shall realize to what depths of perdition they have descended","As to those who have put the kindred of ‘Alí to death, erelong they shall realize to what depths of perdition they have descended.",P12,Selections from the Writings of the Báb -  1 Tablets and Addresses A Tablet Addressed to “Him Who Will Be Made Manifest” 
29, A Second Tablet Addressed to “Him Who Will Be Made Manifest” , A Second Tablet Addressed to “Him Who Will Be Made Manifest” ,header,Selections from the Writings of the Báb -  A Second Tablet Addressed to “Him Who Will Be Made Manifest” 
30,May the glances of Him Whom God shall make manifest illumine this letter at the primary school,May the glances of Him Whom God shall make manifest illumine this letter at the primary school.1,P1,Selections from the Writings of the Báb -  A Second Tablet Addressed to “Him Who Will Be Made Manifest” 
31,He is the Most Glorious,He is the Most Glorious.,P2,Selections from the Writings of the Báb -  A Second Tablet Addressed to “Him Who Will Be Made Manifest” 
32,"He is God, no God is there but Him, the Almighty, the Best-Beloved","He is God, no God is there but Him, the Almighty, the Best-Beloved. All that are in the heavens and on the earth and whatever lieth between them are His. Verily He is the Help in Peril, the Self-Subsisting.",P3,Selections from the Writings of the Báb -  A Second Tablet Addressed to “Him Who Will Be Made Manifest” 
33, All that are in the heavens and on the earth and whatever lieth between them are His,"He is God, no God is there but Him, the Almighty, the Best-Beloved. All that are in the heavens and on the earth and whatever lieth between them are His. Verily He is the Help in Peril, the Self-Subsisting.",P3,Selections from the Writings of the Báb -  A Second Tablet Addressed to “Him Who Will Be Made Manifest” 
34," Verily He is the Help in Peril, the Self-Subsisting","He is God, no God is there but Him, the Almighty, the Best-Beloved. All that are in the heavens and on the earth and whatever lieth between them are His. Verily He is the Help in Peril, the Self-Subsisting.",P3,Selections from the Writings of the Báb -  A Second Tablet Addressed to “Him Who Will Be Made Manifest” 
35,"This is a letter from God, the Help in Peril, the Self-Subsisting, unto God, the Almighty, the Best-Beloved, to affirm that the Bayán and such as bear allegiance to it are but a present from me unto Thee and to express my undoubting faith that there is no God but Thee, that the kingdoms of Creation and Revelation are Thine, that no one can attain anything save by Thy power and that He Whom Thou hast raised up is but Thy servant and Thy Testimony","This is a letter from God, the Help in Peril, the Self-Subsisting, unto God, the Almighty, the Best-Beloved, to affirm that the Bayán and such as bear allegiance to it are but a present from me unto Thee and to express my undoubting faith that there is no God but Thee, that the kingdoms of Creation and Revelation are Thine, that no one can attain anything save by Thy power and that He Whom Thou hast raised up is but Thy servant and Thy Testimony. I, indeed, beg to address Him Whom God shall make manifest, by Thy leave in these words: “Shouldst Thou dismiss the entire company of the followers of the Bayán in the Day of the Latter Resurrection by a mere sign of Thy finger even while still a suckling babe, Thou wouldst indeed be praised in Thy indication. And though no doubt is there about it, do Thou grant a respite of nineteen years as a token of Thy favor so that those who have embraced this Cause may be graciously rewarded by Thee. Thou art verily the Lord of grace abounding. Thou dost indeed suffice every created thing and causest it to be independent of all things, while nothing in the heavens or on the earth or that which lieth between them can ever suffice Thee.”",P4,Selections from the Writings of the Báb -  A Second Tablet Addressed to “Him Who Will Be Made Manifest” 
36," I, indeed, beg to address Him Whom God shall make manifest, by Thy leave in these words: “Shouldst Thou dismiss the entire company of the followers of the Bayán in the Day of the Latter Resurrection by a mere sign of Thy finger even while still a suckling babe, Thou wouldst indeed be praised in Thy indication","This is a letter from God, the Help in Peril, the Self-Subsisting, unto God, the Almighty, the Best-Beloved, to affirm that the Bayán and such as bear allegiance to it are but a present from me unto Thee and to express my undoubting faith that there is no God but Thee, that the kingdoms of Creation and Revelation are Thine, that no one can attain anything save by Thy power and that He Whom Thou hast raised up is but Thy servant and Thy Testimony. I, indeed, beg to address Him Whom God shall make manifest, by Thy leave in these words: “Shouldst Thou dismiss the entire company of the followers of the Bayán in the Day of the Latter Resurrection by a mere sign of Thy finger even while still a suckling babe, Thou wouldst indeed be praised in Thy indication. And though no doubt is there about it, do Thou grant a respite of nineteen years as a token of Thy favor so that those who have embraced this Cause may be graciously rewarded by Thee. Thou art verily the Lord of grace abounding. Thou dost indeed suffice every created thing and causest it to be independent of all things, while nothing in the heavens or on the earth or that which lieth between them can ever suffice Thee.”",P4,Selections from the Writings of the Báb -  A Second Tablet Addressed to “Him Who Will Be Made Manifest” 
37," And though no doubt is there about it, do Thou grant a respite of nineteen years as a token of Thy favor so that those who have embraced this Cause may be graciously rewarded by Thee","This is a letter from God, the Help in Peril, the Self-Subsisting, unto God, the Almighty, the Best-Beloved, to affirm that the Bayán and such as bear allegiance to it are but a present from me unto Thee and to express my undoubting faith that there is no God but Thee, that the kingdoms of Creation and Revelation are Thine, that no one can attain anything save by Thy power and that He Whom Thou hast raised up is but Thy servant and Thy Testimony. I, indeed, beg to address Him Whom God shall make manifest, by Thy leave in these words: “Shouldst Thou dismiss the entire company of the followers of the Bayán in the Day of the Latter Resurrection by a mere sign of Thy finger even while still a suckling babe, Thou wouldst indeed be praised in Thy indication. And though no doubt is there about it, do Thou grant a respite of nineteen years as a token of Thy favor so that those who have embraced this Cause may be graciously rewarded by Thee. Thou art verily the Lord of grace abounding. Thou dost indeed suffice every created thing and causest it to be independent of all things, while nothing in the heavens or on the earth or that which lieth between them can ever suffice Thee.”",P4,Selections from the Writings of the Báb -  A Second Tablet Addressed to “Him Who Will Be Made Manifest” 
38, Thou art verily the Lord of grace abounding,"This is a letter from God, the Help in Peril, the Self-Subsisting, unto God, the Almighty, the Best-Beloved, to affirm that the Bayán and such as bear allegiance to it are but a present from me unto Thee and to express my undoubting faith that there is no God but Thee, that the kingdoms of Creation and Revelation are Thine, that no one can attain anything save by Thy power and that He Whom Thou hast raised up is but Thy servant and Thy Testimony. I, indeed, beg to address Him Whom God shall make manifest, by Thy leave in these words: “Shouldst Thou dismiss the entire company of the followers of the Bayán in the Day of the Latter Resurrection by a mere sign of Thy finger even while still a suckling babe, Thou wouldst indeed be praised in Thy indication. And though no doubt is there about it, do Thou grant a respite of nineteen years as a token of Thy favor so that those who have embraced this Cause may be graciously rewarded by Thee. Thou art verily the Lord of grace abounding. Thou dost indeed suffice every created thing and causest it to be independent of all things, while nothing in the heavens or on the earth or that which lieth between them can ever suffice Thee.”",P4,Selections from the Writings of the Báb -  A Second Tablet Addressed to “Him Who Will Be Made Manifest” 
39," Thou dost indeed suffice every created thing and causest it to be independent of all things, while nothing in the heavens or on the earth or that which lieth between them can ever suffice Thee","This is a letter from God, the Help in Peril, the Self-Subsisting, unto God, the Almighty, the Best-Beloved, to affirm that the Bayán and such as bear allegiance to it are but a present from me unto Thee and to express my undoubting faith that there is no God but Thee, that the kingdoms of Creation and Revelation are Thine, that no one can attain anything save by Thy power and that He Whom Thou hast raised up is but Thy servant and Thy Testimony. I, indeed, beg to address Him Whom God shall make manifest, by Thy leave in these words: “Shouldst Thou dismiss the entire company of the followers of the Bayán in the Day of the Latter Resurrection by a mere sign of Thy finger even while still a suckling babe, Thou wouldst indeed be praised in Thy indication. And though no doubt is there about it, do Thou grant a respite of nineteen years as a token of Thy favor so that those who have embraced this Cause may be graciously rewarded by Thee. Thou art verily the Lord of grace abounding. Thou dost indeed suffice every created thing and causest it to be independent of all things, while nothing in the heavens or on the earth or that which lieth between them can ever suffice Thee.”",P4,Selections from the Writings of the Báb -  A Second Tablet Addressed to “Him Who Will Be Made Manifest” 
40,"Verily Thou art the Self-Sufficient, the All-Knowing; Thou art indeed potent over all things","Verily Thou art the Self-Sufficient, the All-Knowing; Thou art indeed potent over all things.",P5,Selections from the Writings of the Báb -  A Second Tablet Addressed to “Him Who Will Be Made Manifest” 
41,Tablet to the First Letter of the Living,Tablet to the First Letter of the Living,P6,Selections from the Writings of the Báb -  A Second Tablet Addressed to “Him Who Will Be Made Manifest” 
42,"This is that which We have revealed for the First Believer in Him Whom God shall make manifest, that it may serve as an admonition from Our presence unto all mankind","This is that which We have revealed for the First Believer in Him Whom God shall make manifest, that it may serve as an admonition from Our presence unto all mankind.",P7,Selections from the Writings of the Báb -  A Second Tablet Addressed to “Him Who Will Be Made Manifest” 
43,"In the Name of the Almighty, the Best-Beloved","In the Name of the Almighty, the Best-Beloved.",P8,Selections from the Writings of the Báb -  A Second Tablet Addressed to “Him Who Will Be Made Manifest” 
44,Lauded and glorified is He Who is the sovereign Lord of the kingdoms of heaven and earth and whatever is between them,"Lauded and glorified is He Who is the sovereign Lord of the kingdoms of heaven and earth and whatever is between them. Say, verily unto Him shall all return, and He is the One Who guideth at His Own behest whomsoever He pleaseth. Say, all men beseech His blessings and He is supreme over all created things. He is indeed the All-Glorious, the Mighty, the Well-Beloved.",P9,Selections from the Writings of the Báb -  A Second Tablet Addressed to “Him Who Will Be Made Manifest” 
45," Say, verily unto Him shall all return, and He is the One Who guideth at His Own behest whomsoever He pleaseth","Lauded and glorified is He Who is the sovereign Lord of the kingdoms of heaven and earth and whatever is between them. Say, verily unto Him shall all return, and He is the One Who guideth at His Own behest whomsoever He pleaseth. Say, all men beseech His blessings and He is supreme over all created things. He is indeed the All-Glorious, the Mighty, the Well-Beloved.",P9,Selections from the Writings of the Báb -  A Second Tablet Addressed to “Him Who Will Be Made Manifest” 
46," Say, all men beseech His blessings and He is supreme over all created things","Lauded and glorified is He Who is the sovereign Lord of the kingdoms of heaven and earth and whatever is between them. Say, verily unto Him shall all return, and He is the One Who guideth at His Own behest whomsoever He pleaseth. Say, all men beseech His blessings and He is supreme over all created things. He is indeed the All-Glorious, the Mighty, the Well-Beloved.",P9,Selections from the Writings of the Báb -  A Second Tablet Addressed to “Him Who Will Be Made Manifest” 
47," He is indeed the All-Glorious, the Mighty, the Well-Beloved","Lauded and glorified is He Who is the sovereign Lord of the kingdoms of heaven and earth and whatever is between them. Say, verily unto Him shall all return, and He is the One Who guideth at His Own behest whomsoever He pleaseth. Say, all men beseech His blessings and He is supreme over all created things. He is indeed the All-Glorious, the Mighty, the Well-Beloved.",P9,Selections from the Writings of the Báb -  A Second Tablet Addressed to “Him Who Will Be Made Manifest” 
48,This is an epistle from the letter Thá unto him who is the First Believer,"This is an epistle from the letter Thá unto him who is the First Believer. Bear thou witness that verily He is I, Myself, the Sovereign, the Omnipotent. He is the One Who ordaineth life and death and unto Him shall all return. Indeed there is none other God but Him and all men bow down in adoration before Him. Verily Thy Lord, God, shall presently recompense every one as He ordaineth, even swifter than uttering the words “Be thou, and it is.”",P10,Selections from the Writings of the Báb -  A Second Tablet Addressed to “Him Who Will Be Made Manifest” 
49," Bear thou witness that verily He is I, Myself, the Sovereign, the Omnipotent","This is an epistle from the letter Thá unto him who is the First Believer. Bear thou witness that verily He is I, Myself, the Sovereign, the Omnipotent. He is the One Who ordaineth life and death and unto Him shall all return. Indeed there is none other God but Him and all men bow down in adoration before Him. Verily Thy Lord, God, shall presently recompense every one as He ordaineth, even swifter than uttering the words “Be thou, and it is.”",P10,Selections from the Writings of the Báb -  A Second Tablet Addressed to “Him Who Will Be Made Manifest” 
50, He is the One Who ordaineth life and death and unto Him shall all return,"This is an epistle from the letter Thá unto him who is the First Believer. Bear thou witness that verily He is I, Myself, the Sovereign, the Omnipotent. He is the One Who ordaineth life and death and unto Him shall all return. Indeed there is none other God but Him and all men bow down in adoration before Him. Verily Thy Lord, God, shall presently recompense every one as He ordaineth, even swifter than uttering the words “Be thou, and it is.”",P10,Selections from the Writings of the Báb -  A Second Tablet Addressed to “Him Who Will Be Made Manifest” 
51, Indeed there is none other God but Him and all men bow down in adoration before Him,"This is an epistle from the letter Thá unto him who is the First Believer. Bear thou witness that verily He is I, Myself, the Sovereign, the Omnipotent. He is the One Who ordaineth life and death and unto Him shall all return. Indeed there is none other God but Him and all men bow down in adoration before Him. Verily Thy Lord, God, shall presently recompense every one as He ordaineth, even swifter than uttering the words “Be thou, and it is.”",P10,Selections from the Writings of the Báb -  A Second Tablet Addressed to “Him Who Will Be Made Manifest” 
