,Text,Section,Book
25,"25.We have enjoined upon you fasting during a brief period ¶16

Fasting and obligatory prayer constitute the two pillars that sustain the revealed Law of God. Bahá’u’lláh in one of His Tablets affirms that He has revealed the laws of obligatory prayer and fasting so that through them the believers may draw nigh unto God.

Shoghi Effendi indicates that the fasting period, which involves complete abstention from food and drink from sunrise till sunset, is

…essentially a period of meditation and prayer, of spiritual recuperation, during which the believer must strive to make the necessary readjustments in his inner life, and to refresh and reinvigorate the spiritual forces latent in his soul. Its significance and purpose are, therefore, fundamentally spiritual in character. Fasting is symbolic, and a reminder of abstinence from selfish and carnal desires.

Fasting is enjoined on all the believers once they attain the age of 15 and until they reach the age of 70 years.

A summary of the detailed provisions concerning the law of fasting and of the exemptions granted to certain categories of people is contained in the Synopsis and Codification, section IV.B.1.–6. For a discussion of the exemptions from fasting see notes 14, 20, 30 and 31.

The nineteen-day period of fasting coincides with the Bahá’í month of ‘Alá’, usually 2–20 March, immediately after the termination of the Intercalary Days (see notes 27 and 147), and is followed by the feast of Naw-Rúz (see note 26).1
",N25,kitab-i-aqdas-notes
26,"26.and at its close have designated for you Naw-Rúz as a feast ¶16

The Báb introduced a new calendar, known now as the Badí‘ or Bahá’í calendar (see notes 27 and 147). According to this calendar, a day is the period from sunset to sunset. In the Bayán, the Báb ordained the month of ‘Alá’ to be the month of fasting, decreed that the day of Naw-Rúz should mark the termination of that period, and designated Naw-Rúz as the Day of God. Bahá’u’lláh confirms the Badí‘ calendar wherein Naw-Rúz is designated as a feast.

Naw-Rúz is the first day of the new year. It coincides with the spring equinox in the Northern Hemisphere, which usually occurs on 21 March. Bahá’u’lláh explains that this feast day is to be celebrated on whatever day the sun passes into the constellation of Aries (i.e. the vernal equinox), even should this occur one minute before sunset (Q&A 35). Hence Naw-Rúz could fall on 20, 21, or 22 March, depending on the time of the equinox.

Bahá’u’lláh has left the details of many laws to be filled in by the Universal House of Justice. Among these are a number of matters affecting the Bahá’í calendar. The Guardian has stated that the implementation, worldwide, of the law concerning the timing of Naw-Rúz will require the choice of a particular spot on earth which will serve as the standard for the fixing of the time of the spring equinox. He also indicated that the choice of this spot has been left to the decision of the Universal House of Justice.2
",N26,kitab-i-aqdas-notes
27,"27.Let the days in excess of the months be placed before the month of fasting. ¶16

The Badí‘ calendar is based on the solar year of 365 days, 5 hours, and 50 odd minutes. The year consists of 19 months of 19 days each (i.e. 361 days), with the addition of four extra days (five in a leap year). The Báb did not specifically define the place for the intercalary days in the new calendar. The Kitáb-i-Aqdas resolves this question by assigning the “excess” days a fixed position in the calendar immediately preceding the month of ‘Alá’, the period of fasting. For further details see the section on the Bahá’í calendar in The Bahá’í World, volume XVIII.
",N27,kitab-i-aqdas-notes
28,"28.We have ordained that these … shall be the manifestations of the letter Há ¶16

Known as the Ayyám-i-Há (the Days of Há), the Intercalary Days have the distinction of being associated with “the letter Há.” The abjad numerical value of this Arabic letter is five, which corresponds to the potential number of intercalary days.

The letter “Há” has been given several spiritual meanings in the Holy Writings, among which is as a symbol of the Essence of God.
",N28,kitab-i-aqdas-notes
29,"29.these days of giving that precede the season of restraint. ¶16

Bahá’u’lláh enjoined upon His followers to devote these days to feasting, rejoicing and charity. In a letter written on Shoghi Effendi’s behalf it is explained that “the intercalary days are specially set aside for hospitality, the giving of gifts, etc.”
",N29,kitab-i-aqdas-notes
30,"30.The traveler … not bound by the Fast ¶16

The minimum duration of a journey which exempts the believer from fasting is defined by Bahá’u’lláh (Q&A 22 and 75). The details of this provision are summarized in the Synopsis and Codification, section IV.B.5.a.i.–v.

Shoghi Effendi has clarified that while travelers are exempt from fasting, they are free to fast if they so wish. He also indicated that the exemption applies during the whole period of one’s travel, not just the hours one is in a train or car, etc.
",N30,kitab-i-aqdas-notes
31,"31.The traveler, the ailing, those who are with child or giving suck, are not bound by the Fast; they have been exempted by God as a token of His grace. ¶16

Exemption from fasting is granted to those who are ill or of advanced age (see note 14), women in their courses (see note 20), travelers (see note 30) and to women who are pregnant and those who are nursing. This exemption is also extended to people who are engaged in heavy labor, who, at the same time, are advised “to show respect to the law of God and for the exalted station of the Fast” by eating “with frugality and in private” (Q&A 76). Shoghi Effendi has indicated that the types of work which would exempt people from the Fast will be defined by the Universal House of Justice.
",N31,kitab-i-aqdas-notes
32,"32.Abstain from food and drink from sunrise to sundown ¶17

This relates to the period of fasting. In one of His Tablets, ‘Abdu’l‑Bahá, after stating that fasting consists of abstinence from food and drink, further indicates that smoking is a form of “drink.” In Arabic the verb “drink” applies equally to smoking.
",N32,kitab-i-aqdas-notes
33,"33.It hath been ordained that every believer in God … shall, each day … repeat “Alláh-u-Abhá” ninety-five times. ¶18

“Alláh-u-Abhá” is an Arabic phrase meaning “God the All-Glorious.” It is a form of the Greatest Name of God (see note 137). In Islám there is a tradition that among the many names of God, one was the greatest; however, the identity of this Greatest Name was hidden. Bahá’u’lláh has confirmed that the Greatest Name is “Bahá.”

The various derivatives of the word “Bahá” are also regarded as the Greatest Name. Shoghi Effendi’s secretary writing on his behalf explains that

The Greatest Name is the Name of Bahá’u’lláh. “Yá Bahá’u’l-Abhá” is an invocation meaning: “O Thou Glory of Glories!” “Alláh-u-Abhá” is a greeting which means: “God the All-Glorious.” Both refer to Bahá’u’lláh. By Greatest Name is meant that Bahá’u’lláh has appeared in God’s Greatest Name, in other words, that He is the supreme Manifestation of God.

The greeting “Alláh-u-Abhá” was adopted during the period of Bahá’u’lláh’s exile in Adrianople.

The repetition of “Alláh-u-Abhá” ninety-five times is to be preceded by the performance of ablutions (see note 34).
",N33,kitab-i-aqdas-notes
34,"34.Perform ye … ablutions for the Obligatory Prayer ¶18

Ablutions are specifically associated with certain prayers. They must precede the offering of the three Obligatory Prayers, the daily recitation of “Alláh-u-Abhá” ninety-five times, and the recital of the verse prescribed as an alternative to obligatory prayer and fasting for women in their courses (see note 20).

The prescribed ablutions consist of washing the hands and the face in preparation for prayer. In the case of the medium Obligatory Prayer, this is accompanied by the recitation of certain verses (see Some Texts Revealed by Bahá’u’lláh Supplementary to the Kitáb-i-Aqdas).

That ablutions have a significance beyond washing may be seen from the fact that even should one have bathed oneself immediately before reciting the Obligatory Prayer, it would still be necessary to perform ablutions (Q&A 18).

When no water is available for ablutions, a prescribed verse is to be repeated five times (see note 16), and this provision is extended to those for whom the use of water would be physically harmful (Q&A 51).

The detailed provisions of the law concerning ablutions are set out in the Synopsis and Codification, section IV.A.10.a.–g., as well as in Questions and Answers numbers 51, 62, 66, 77 and 86.
",N34,kitab-i-aqdas-notes
35,"35.Ye have been forbidden to commit murder ¶19

The prohibition against taking another’s life is repeated by Bahá’u’lláh in paragraph 73 of the Kitáb-i-Aqdas. Penalties are prescribed for premeditated murder (see note 86). In the case of manslaughter, it is necessary to pay a specified indemnity to the family of the deceased (see Kitáb-i-Aqdas, ¶188).
",N35,kitab-i-aqdas-notes
36,"36.or adultery ¶19

The Arabic word “ziná,” here translated as “adultery,” signifies both fornication and adultery. It applies not only to sexual relations between a married person and someone who is not his or her spouse, but also to extramarital sexual intercourse in general. One form of “ziná” is rape. The only penalty prescribed by Bahá’u’lláh is for those who commit fornication (see note 77); penalties for other kinds of sexual offense are left to the Universal House of Justice to determine.
",N36,kitab-i-aqdas-notes
37,"37.backbiting or calumny ¶19

Backbiting, slander and dwelling on the faults of others have been repeatedly condemned by Bahá’u’lláh. In the Hidden Words, He clearly states: “O Son of Being! How couldst thou forget thine own faults and busy thyself with the faults of others? Whoso doeth this is accursed of Me.” And again: “O Son of Man! Breathe not the sins of others so long as thou art thyself a sinner. Shouldst thou transgress this command, accursed wouldst thou be, and to this I bear witness.” This strong admonition is further reiterated in His last work, “the Book of My Covenant”: “Verily I say, the tongue is for mentioning what is good, defile it not with unseemly talk. God hath forgiven what is past. Henceforward everyone should utter that which is meet and seemly, and should refrain from slander, abuse and whatever causeth sadness in men.”
",N37,kitab-i-aqdas-notes
38,"38.We have divided inheritance into seven categories ¶20

The Bahá’í laws of inheritance apply only in case of intestacy, that is, when the individual dies without leaving a will. In the Kitáb-i-Aqdas (¶109), Bahá’u’lláh instructs every believer to write a will. He elsewhere clearly states that the individual has full jurisdiction over his property and is free to determine the manner in which his or her estate is to be divided and to designate, in the will, those, whether Bahá’í or non-Bahá’í, who should inherit (Q&A 69). In this connection, a letter written on behalf of Shoghi Effendi explains that:

…even though a Bahá’í is permitted in his will to dispose of his wealth in the way he wishes, yet he is morally and conscientiously bound to always bear in mind, while writing his will, the necessity of his upholding the principle of Bahá’u’lláh regarding the social function of wealth, and the consequent necessity of avoiding its overaccumulation and concentration in a few individuals or groups of individuals.

This verse of the Aqdas introduces a lengthy passage in which Bahá’u’lláh elaborates the Bahá’í law of inheritance. In reading this passage one should bear in mind that the law is formulated with the presumption that the deceased is a man; its provisions apply, mutatis mutandis, when the deceased is a woman.

The system of inheritance which provides for distribution of the deceased’s estate among seven categories of heirs (children, spouse, father, mother, brothers, sisters, and teachers) is based on the provisions set out by the Báb in the Bayán. The major features of the Bahá’í laws of inheritance in the case of intestacy are:

If the deceased is a father and his estate includes a personal residence, such residence passes to the eldest son (Q&A 34).

If the deceased has no male descendants, two-thirds of the residence pass to his female descendants and the remaining third passes to the House of Justice (Q&A 41, 72). See note 42 concerning the levels of the institution of the House of Justice to which this law applies. (See also note 44.)

The remainder of the estate is divided among the seven categories of heirs. For details of the number of shares to be received by each group, see Questions and Answers, number 5, and Synopsis and Codification, section IV.C.3.a.

In case there is more than one heir in any category the share allotted to that class should be divided between them equally, be they male or female.

In cases where there is no issue, the share of the children reverts to the House of Justice (Q&A 7, 41).

Should one leave offspring, but either part or all of the other categories of heirs be nonexistent, two-thirds of their shares revert to the offspring and one-third to the House of Justice (Q&A 7).

Should none of the specified categories exist, two-thirds of the estate revert to the nephews and nieces of the deceased. If these do not exist, the same shares revert to the aunts and uncles; lacking these, to their sons and daughters. In any case the remaining third reverts to the House of Justice.

Should one leave none of the aforementioned heirs, the entire estate reverts to the House of Justice.

Bahá’u’lláh states that non-Bahá’ís have no right to inherit from their Bahá’í parents or relatives (Q&A 34). Shoghi Effendi in a letter written on his behalf indicates that this restriction applies “only to such cases when a Bahá’í dies without leaving a will and when, therefore, his property will have to be divided in accordance with the rules set forth in the Aqdas. Otherwise, a Bahá’í is free to bequeath his property to any person, irrespective of religion, provided however he leaves a will, specifying his wishes.” It is always possible, therefore, for a Bahá’í to provide for his or her non-Bahá’í partner, children or relatives by leaving a will.

Additional details of the laws of inheritance are summarized in the Synopsis and Codification, section IV.C.3.a.–o.
",N38,kitab-i-aqdas-notes
39,"39.to the brothers, five parts … to the sisters, four parts ¶20

Questions and Answers amplifies the provisions of the law as it relates to the shares of the inheritance allocated to the brothers and sisters of the deceased. If the brother or sister is from the same father as the deceased, he or she will inherit his or her full allotted share. If, however, the brother or sister is from another father he or she will inherit only two-thirds of the allotted share, the remaining one-third reverting to the House of Justice (Q&A 6). Further, in the case where the deceased has full brothers or full sisters among his heirs, half-brothers and half-sisters from the mother’s side do not inherit (Q&A 53). The half-brothers and half-sisters will, of course, be due to receive inheritance from their own father’s estate.
",N39,kitab-i-aqdas-notes
40,"40.the teachers ¶20

In a Tablet, ‘Abdu’l‑Bahá compares teachers who are involved with the spiritual education of the child to the “spiritual father” who “endoweth his child with life everlasting.” He explains that this is the reason that “teachers are listed among the heirs” in the “law of God.”

Bahá’u’lláh specifies the conditions under which the teacher inherits and the share he or she receives (Q&A 33).
",N40,kitab-i-aqdas-notes
41,"41.When We heard the clamor of the children as yet unborn, We doubled their share and decreased those of the rest. ¶20

In the Báb’s laws of inheritance the children of the deceased were allotted nine parts consisting of 540 shares. This allocation constituted less than a quarter of the whole estate. Bahá’u’lláh doubled their portion to 1,080 shares and reduced those allotted to the other six categories of heirs. He also outlines the precise intention of this verse and its implications for the distribution of the inheritance (Q&A 5).
",N41,kitab-i-aqdas-notes
42,"42.the House of Justice ¶21

In referring to the House of Justice in the Kitáb-i-Aqdas, Bahá’u’lláh does not always explicitly distinguish between the Universal House of Justice and the Local House of Justice, both of which institutions are ordained in that Book. He usually refers simply to “the House of Justice,” leaving open for later clarification the level or levels of the whole institution to which each law would apply.

In a Tablet enumerating the revenues of the local treasury, ‘Abdu’l‑Bahá includes those inheritances for which there are no heirs, thus indicating that the House of Justice referred to in these passages of the Aqdas relating to inheritance is the local one.
",N42,kitab-i-aqdas-notes
