,Text,Section,Book
46,"O Son of Being!
Make mention of Me on My earth, that in My heaven I may remember thee, thus shall Mine eyes and thine be solaced.",HW43,hidden-words-arabic
47,"O Son of the Throne!
Thy hearing is My hearing, hear thou therewith. Thy sight is My sight, do thou see therewith, that in thine inmost soul thou mayest testify unto My exalted sanctity, and I within Myself may bear witness unto an exalted station for thee.",HW44,hidden-words-arabic
48,"O Son of Being!
Seek a martyr’s death in My path, content with My pleasure and thankful for that which I ordain, that thou mayest repose with Me beneath the canopy of majesty behind the tabernacle of glory.",HW45,hidden-words-arabic
49,"O Son of Man!
Ponder and reflect. Is it thy wish to die upon thy bed, or to shed thy lifeblood on the dust, a martyr in My path, and so become the manifestation of My command and the revealer of My light in the highest paradise? Judge thou aright, O servant!",HW46,hidden-words-arabic
50,"O Son of Man!
By My beauty! To tinge thy hair with thy blood is greater in My sight than the creation of the universe and the light of both worlds. Strive then to attain this, O servant!",HW47,hidden-words-arabic
51,"O Son of Man!
For everything there is a sign. The sign of love is fortitude under My decree and patience under My trials.",HW48,hidden-words-arabic
52,"O Son of Man!
The true lover yearneth for tribulation even as doth the rebel for forgiveness and the sinful for mercy.",HW49,hidden-words-arabic
53,"O Son of Man!
If adversity befall thee not in My path, how canst thou walk in the ways of them that are content with My pleasure? If trials afflict thee not in thy longing to meet Me, how wilt thou attain the light in thy love for My beauty?",HW50,hidden-words-arabic
54,"O Son of Man!
My calamity is My providence, outwardly it is fire and vengeance, but inwardly it is light and mercy. Hasten thereunto that thou mayest become an eternal light and an immortal spirit. This is My command unto thee, do thou observe it.",HW51,hidden-words-arabic
55,"O Son of Man!
Should prosperity befall thee, rejoice not, and should abasement come upon thee, grieve not, for both shall pass away and be no more.",HW52,hidden-words-arabic
56,"O Son of Being!
If poverty overtake thee, be not sad; for in time the Lord of wealth shall visit thee. Fear not abasement, for glory shall one day rest on thee.",HW53,hidden-words-arabic
57,"O Son of Being!
If thine heart be set upon this eternal, imperishable dominion, and this ancient, everlasting life, forsake this mortal and fleeting sovereignty.",HW54,hidden-words-arabic
58,"O Son of Being!
Busy not thyself with this world, for with fire We test the gold, and with gold We test Our servants.",HW55,hidden-words-arabic
59,"O Son of Man!
Thou dost wish for gold and I desire thy freedom from it. Thou thinkest thyself rich in its possession, and I recognize thy wealth in thy sanctity therefrom. By My life! This is My knowledge, and that is thy fancy; how can My way accord with thine?",HW56,hidden-words-arabic
60,"O Son of Man!
Bestow My wealth upon My poor, that in heaven thou mayest draw from stores of unfading splendor and treasures of imperishable glory. But by My life! To offer up thy soul is a more glorious thing couldst thou but see with Mine eye.",HW57,hidden-words-arabic
61,"O Son of Man!
The temple of being is My throne; cleanse it of all things, that there I may be established and there I may abide.",HW58,hidden-words-arabic
62,"O Son of Being!
Thy heart is My home; sanctify it for My descent. Thy spirit is My place of revelation; cleanse it for My manifestation.",HW59,hidden-words-arabic
63,"O Son of Man!
Put thy hand into My bosom, that I may rise above thee, radiant and resplendent.",HW60,hidden-words-arabic
64,"O Son of Man!
Ascend unto My heaven, that thou mayest obtain the joy of reunion, and from the chalice of imperishable glory quaff the peerless wine.",HW61,hidden-words-arabic
65,"O Son of Man!
Many a day hath passed over thee whilst thou hast busied thyself with thy fancies and idle imaginings. How long art thou to slumber on thy bed? Lift up thy head from slumber, for the Sun hath risen to the zenith, haply it may shine upon thee with the light of beauty.",HW62,hidden-words-arabic
66,"O Son of Man!
The light hath shone on thee from the horizon of the sacred Mount and the spirit of enlightenment hath breathed in the Sinai of thy heart. Wherefore, free thyself from the veils of idle fancies and enter into My court, that thou mayest be fit for everlasting life and worthy to meet Me. Thus may death not come upon thee, neither weariness nor trouble.",HW63,hidden-words-arabic
67,"O Son of Man!
My eternity is My creation, I have created it for thee. Make it the garment of thy temple. My unity is My handiwork; I have wrought it for thee; clothe thyself therewith, that thou mayest be to all eternity the revelation of My everlasting being.",HW64,hidden-words-arabic
68,"O Son of Man!
My majesty is My gift to thee, and My grandeur the token of My mercy unto thee. That which beseemeth Me none shall understand, nor can anyone recount. Verily, I have preserved it in My hidden storehouses and in the treasuries of My command, as a sign of My loving-kindness unto My servants and My mercy unto My people.",HW65,hidden-words-arabic
69,"O Children of the Divine and Invisible Essence!
Ye shall be hindered from loving Me and souls shall be perturbed as they make mention of Me. For minds cannot grasp Me nor hearts contain Me.",HW66,hidden-words-arabic
70,"O Son of Beauty!
By My spirit and by My favor! By My mercy and by My beauty! All that I have revealed unto thee with the tongue of power, and have written for thee with the pen of might, hath been in accordance with thy capacity and understanding, not with My state and the melody of My voice.",HW67,hidden-words-arabic
71,"O Children of Men!
Know ye not why We created you all from the same dust? That no one should exalt himself over the other. Ponder at all times in your hearts how ye were created. Since We have created you all from one same substance it is incumbent on you to be even as one soul, to walk with the same feet, eat with the same mouth and dwell in the same land, that from your inmost being, by your deeds and actions, the signs of oneness and the essence of detachment may be made manifest. Such is My counsel to you, O concourse of light! Heed ye this counsel that ye may obtain the fruit of holiness from the tree of wondrous glory.",HW68,hidden-words-arabic
72,"O Ye Sons of Spirit!
Ye are My treasury, for in you I have treasured the pearls of My mysteries and the gems of My knowledge. Guard them from the strangers amidst My servants and from the ungodly amongst My people.",HW69,hidden-words-arabic
73,"O Son of Him that Stood by His Own Entity in the Kingdom of His Self!
Know thou, that I have wafted unto thee all the fragrances of holiness, have fully revealed to thee My word, have perfected through thee My bounty and have desired for thee that which I have desired for My Self. Be then content with My pleasure and thankful unto Me.",HW70,hidden-words-arabic
74,"O Son of Man!
Write all that We have revealed unto thee with the ink of light upon the tablet of thy spirit. Should this not be in thy power, then make thine ink of the essence of thy heart. If this thou canst not do, then write with that crimson ink that hath been shed in My path. Sweeter indeed is this to Me than all else, that its light may endure forever.",HW71,hidden-words-arabic
